Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 14, 1991",12:30,@,Chicago Bears,W 27-0,W -13,,Tampa Bay Buccaneers,U 34,
Sat,"Dec 14, 1991",4:00,@,San Francisco 49ers,W 28-14,W -4.5,,Kansas City Chiefs,O 37,
Sun,"Dec 15, 1991",1:00,@,Atlanta Falcons,W 26-13,W -7,,Seattle Seahawks,U 40,
Sun,"Dec 15, 1991",1:00,,Houston Oilers,W 17-14,P -3,@,Cleveland Browns,U 35,
Sun,"Dec 15, 1991",1:00,,Detroit Lions,W 21-17,W -3,@,Green Bay Packers,O 34,
Sun,"Dec 15, 1991",1:00,@,Minnesota Vikings,W 20-14,L -10,,Los Angeles Rams,U 45,
Sun,"Dec 15, 1991",1:00,@,New York Jets,L 3-6,L -7,,New England Patriots,U 36,
Sun,"Dec 15, 1991",1:00,@,Philadelphia Eagles,L 13-25,L -3.5,,Dallas Cowboys,O 32,
Sun,"Dec 15, 1991",1:00,@,Pittsburgh Steelers,W 17-10,W -6,,Cincinnati Bengals,U 39,
Sun,"Dec 15, 1991",4:00,@,Denver Broncos,W 24-19,L -11.5,,Phoenix Cardinals,O 34,
Sun,"Dec 15, 1991",4:00,,Miami Dolphins,L 30-38,L -1,@,San Diego Chargers,O 38,
Sun,"Dec 15, 1991",4:00,@,Washington Redskins,W 34-17,W -9,,New York Giants,O 37,
Sun,"Dec 15, 1991",8:00,,Buffalo Bills,W 35-7,W -13,@,Indianapolis Colts,U 42.5,
Mon,"Dec 16, 1991",9:00,@,New Orleans Saints,W 27-0,W -3,,Los Angeles Raiders,U 37,
