Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 11, 1956",,@,Chicago Bears,W 38-14,W -14,,Green Bay Packers,,
Sun,"Nov 11, 1956",,@,Cleveland Browns,L 7-21,L -4,,Baltimore Colts,,
Sun,"Nov 11, 1956",,@,Los Angeles Rams,W 30-6,W -5,,San Francisco 49ers,,
Sun,"Nov 11, 1956",,@,New York Giants,W 23-10,W -7,,Chicago Cardinals,,
Sun,"Nov 11, 1956",,@,Philadelphia Eagles,W 14-7,W -4,,Pittsburgh Steelers,,
Sun,"Nov 11, 1956",,,Detroit Lions,L 17-18,L -6.5,@,Washington Redskins,,
