Sun,"Oct 21, 1956",,@,Chicago Bears,W 58-27,W -11,,Baltimore Colts,,
Sun,"Oct 21, 1956",,@,Detroit Lions,W 20-17,L -10,,San Francisco 49ers,,
Sun,"Oct 21, 1956",,,Los Angeles Rams,L 17-42,L -3.5,@,Green Bay Packers,,at Milwaukee
Sun,"Oct 21, 1956",,@,New York Giants,W 38-10,W -11,,Pittsburgh Steelers,,
Sun,"Oct 21, 1956",,,Chicago Cardinals,W 20-6,W -1,@,Philadelphia Eagles,,
Sun,"Oct 21, 1956",,,Cleveland Browns,L 9-20,L -6.5,@,Washington Redskins,,
