Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 2, 2023",8:15,@,Pittsburgh Steelers,W 20-16,W -3,,Tennessee Titans,U 36.5,
Sun,"Nov 5, 2023",9:30,N,Kansas City Chiefs,W 21-14,W -1.5,,Miami Dolphins,U 51.5,at Frankfurt
Sun,"Nov 5, 2023",1:00,@,Atlanta Falcons,L 28-31,L -3.5,,Minnesota Vikings,O 39.5,
Sun,"Nov 5, 2023",1:00,@,Baltimore Ravens,W 37-3,W -6.5,,Seattle Seahawks,U 44.5,
Sun,"Nov 5, 2023",1:00,@,Cleveland Browns,W 27-0,W -13.5,,Arizona Cardinals,U 38.5,
Sun,"Nov 5, 2023",1:00,@,Green Bay Packers,W 20-3,W -3.5,,Los Angeles Rams,U 37.5,
Sun,"Nov 5, 2023",1:00,@,Houston Texans,W 39-37,L -2.5,,Tampa Bay Buccaneers,O 36.5,
Sun,"Nov 5, 2023",1:00,@,New England Patriots,L 17-20,L -2.5,,Washington Commanders,U 40.5,
Sun,"Nov 5, 2023",1:00,@,New Orleans Saints,W 24-17,L -8.5,,Chicago Bears,U 42.5,
Sun,"Nov 5, 2023",4:05,,Indianapolis Colts,W 27-13,W -1.5,@,Carolina Panthers,U 44.5,
Sun,"Nov 5, 2023",4:25,@,Las Vegas Raiders,W 30-6,W -1.5,,New York Giants,U 38.5,
Sun,"Nov 5, 2023",4:25,@,Philadelphia Eagles,W 28-23,W -3,,Dallas Cowboys,O 46.5,
Sun,"Nov 5, 2023",8:20,@,Cincinnati Bengals,W 24-18,W -1.5,,Buffalo Bills,U 50.5,
Mon,"Nov 6, 2023",8:15,,Los Angeles Chargers,W 27-6,W -3,@,New York Jets,U 41,
