Thu,"Sep 28, 2023",8:15,,Detroit Lions,W 34-20,W -2.5,@,Green Bay Packers,O 45,
Sun,"Oct 1, 2023",9:30,N,Jacksonville Jaguars,W 23-7,W -3.5,,Atlanta Falcons,U 42.5,at London
Sun,"Oct 1, 2023",1:00,@,Buffalo Bills,W 48-20,W -2.5,,Miami Dolphins,O 53,
Sun,"Oct 1, 2023",1:00,,Minnesota Vikings,W 21-13,W -4.5,@,Carolina Panthers,U 46.5,
Sun,"Oct 1, 2023",1:00,,Denver Broncos,W 31-28,P -3,@,Chicago Bears,O 47,
Sun,"Oct 1, 2023",1:00,,Baltimore Ravens,W 28-3,W -2.5,@,Cleveland Browns,U 41,
Sun,"Oct 1, 2023",1:00,,Pittsburgh Steelers,L 6-30,L -3,@,Houston Texans,U 41.5,
Sun,"Oct 1, 2023",1:00,,Los Angeles Rams,W 29-23 (OT),W -1,@,Indianapolis Colts,O 44.5,
Sun,"Oct 1, 2023",1:00,@,New Orleans Saints,L 9-26,L -4.5,,Tampa Bay Buccaneers,U 41,
Sun,"Oct 1, 2023",1:00,@,Philadelphia Eagles,W 34-31 (OT),L -9.5,,Washington Commanders,O 43,
Sun,"Oct 1, 2023",1:00,,Cincinnati Bengals,L 3-27,L -2.5,@,Tennessee Titans,U 41.5,
Sun,"Oct 1, 2023",4:05,@,Los Angeles Chargers,W 24-17,W -5.5,,Las Vegas Raiders,U 48.5,
Sun,"Oct 1, 2023",4:25,@,Dallas Cowboys,W 38-3,W -6.5,,New England Patriots,U 43.5,
Sun,"Oct 1, 2023",4:25,@,San Francisco 49ers,W 35-16,W -16.5,,Arizona Cardinals,O 44.5,
Sun,"Oct 1, 2023",8:20,,Kansas City Chiefs,W 23-20,L -9.5,@,New York Jets,O 41.5,
Mon,"Oct 2, 2023",8:15,,Seattle Seahawks,W 24-3,W -2.5,@,New York Giants,U 46.5,
