Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 9, 2023",8:15,@,Chicago Bears,W 16-13,L -3.5,,Carolina Panthers,U 38.5,
Sun,"Nov 12, 2023",1:00,@,Baltimore Ravens,L 31-33,L -6,,Cleveland Browns,O 38.5,
Sun,"Nov 12, 2023",1:00,@,Cincinnati Bengals,L 27-30,L -5.5,,Houston Texans,O 45.5,
Sun,"Nov 12, 2023",1:00,,San Francisco 49ers,W 34-3,W -3,@,Jacksonville Jaguars,U 44.5,
Sun,"Nov 12, 2023",1:00,,New Orleans Saints,L 19-27,L -2.5,@,Minnesota Vikings,O 40.5,
Sun,"Nov 12, 2023",1:00,@,Pittsburgh Steelers,W 23-19,W -3,,Green Bay Packers,O 38.5,
Sun,"Nov 12, 2023",1:00,@,Tampa Bay Buccaneers,W 20-6,W -2.5,,Tennessee Titans,U 38.5,
Sun,"Nov 12, 2023",4:05,,Atlanta Falcons,L 23-25,L -2.5,@,Arizona Cardinals,O 43.5,
Sun,"Nov 12, 2023",4:05,,Detroit Lions,W 41-38,W -2.5,@,Los Angeles Chargers,O 48.5,
Sun,"Nov 12, 2023",4:25,@,Dallas Cowboys,W 49-17,W -17.5,,New York Giants,O 38.5,
Sun,"Nov 12, 2023",4:25,@,Seattle Seahawks,W 29-26,L -5.5,,Washington Commanders,O 44.5,
Sun,"Nov 12, 2023",8:20,,New York Jets,L 12-16,L -1.5,@,Las Vegas Raiders,U 35.5,
Mon,"Nov 13, 2023",8:15,@,Buffalo Bills,L 22-24,L -7.5,,Denver Broncos,U 47.5,
