Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 26, 2023",8:15,@,Buffalo Bills,W 24-18,L -10,,Tampa Bay Buccaneers,U 43.5,
Sun,"Oct 29, 2023",1:00,,Houston Texans,L 13-15,L -3.5,@,Carolina Panthers,U 42.5,
Sun,"Oct 29, 2023",1:00,@,Dallas Cowboys,W 43-20,W -6.5,,Los Angeles Rams,O 44.5,
Sun,"Oct 29, 2023",1:00,,Minnesota Vikings,W 24-10,W -1.5,@,Green Bay Packers,U 41.5,
Sun,"Oct 29, 2023",1:00,,New Orleans Saints,W 38-27,W -1.5,@,Indianapolis Colts,O 43.5,
Sun,"Oct 29, 2023",1:00,@,Miami Dolphins,W 31-17,W -8.5,,New England Patriots,O 46.5,
Sun,"Oct 29, 2023",1:00,,New York Jets,W 13-10 (OT),L -3.5,@,New York Giants,U 34.5,
Sun,"Oct 29, 2023",1:00,,Jacksonville Jaguars,W 20-10,W -2.5,@,Pittsburgh Steelers,U 40.5,
Sun,"Oct 29, 2023",1:00,,Atlanta Falcons,L 23-28,L -2.5,@,Tennessee Titans,O 35.5,
Sun,"Oct 29, 2023",1:00,,Philadelphia Eagles,W 38-31,W -6.5,@,Washington Commanders,O 42.5,
Sun,"Oct 29, 2023",4:05,@,Seattle Seahawks,W 24-20,L -4.5,,Cleveland Browns,O 39.5,
Sun,"Oct 29, 2023",4:25,,Baltimore Ravens,W 31-24,L -9.5,@,Arizona Cardinals,O 44.5,
Sun,"Oct 29, 2023",4:25,,Kansas City Chiefs,L 9-24,L -7,@,Denver Broncos,U 45.5,
Sun,"Oct 29, 2023",4:25,@,San Francisco 49ers,L 17-31,L -4.5,,Cincinnati Bengals,O 44.5,
Sun,"Oct 29, 2023",8:20,@,Los Angeles Chargers,W 30-13,W -10.5,,Chicago Bears,U 45.5,
Mon,"Oct 30, 2023",8:15,@,Detroit Lions,W 26-14,W -7,,Las Vegas Raiders,U 45.5,
