Thu,"Dec 7, 2023",8:15,@,Pittsburgh Steelers,L 18-21,L -5.5,,New England Patriots,O 30.5,
Sun,"Dec 10, 2023",1:00,@,Atlanta Falcons,L 25-29,L -1.5,,Tampa Bay Buccaneers,O 41.5,
Sun,"Dec 10, 2023",1:00,@,Baltimore Ravens,W 37-31 (OT),L -7.5,,Los Angeles Rams,O 42,
Sun,"Dec 10, 2023",1:00,,Detroit Lions,L 13-28,L -3,@,Chicago Bears,U 44.5,
Sun,"Dec 10, 2023",1:00,@,Cincinnati Bengals,W 34-14,W -3,,Indianapolis Colts,O 44.5,
Sun,"Dec 10, 2023",1:00,@,Cleveland Browns,W 31-27,W -2.5,,Jacksonville Jaguars,O 37.5,
Sun,"Dec 10, 2023",1:00,@,New Orleans Saints,W 28-6,W -6,,Carolina Panthers,U 38.5,
Sun,"Dec 10, 2023",1:00,,Houston Texans,L 6-30,L -3,@,New York Jets,O 33.5,
Sun,"Dec 10, 2023",4:05,,Minnesota Vikings,W 3-0,P -3,@,Las Vegas Raiders,U 40.5,
Sun,"Dec 10, 2023",4:05,@,San Francisco 49ers,W 28-16,L -14.5,,Seattle Seahawks,U 44.5,
Sun,"Dec 10, 2023",4:25,@,Kansas City Chiefs,L 17-20,L -1.5,,Buffalo Bills,U 49,
Sun,"Dec 10, 2023",4:25,@,Los Angeles Chargers,L 7-24,L -3,,Denver Broncos,U 44.5,
Sun,"Dec 10, 2023",8:20,@,Dallas Cowboys,W 33-13,W -3.5,,Philadelphia Eagles,U 52.5,
Mon,"Dec 11, 2023",8:15,@,Miami Dolphins,L 27-28,L -13.5,,Tennessee Titans,O 44.5,
Mon,"Dec 11, 2023",8:15,,Green Bay Packers,L 22-24,L -5.5,@,New York Giants,O 37.5,
