Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Oct 18, 1981",1:00,@,Atlanta Falcons,W 41-20,W -8,,St Louis Cardinals,O 45,
Sun,"Oct 18, 1981",1:00,,Pittsburgh Steelers,L 7-34,L -1,@,Cincinnati Bengals,U 45,
Sun,"Oct 18, 1981",1:00,@,Cleveland Browns,W 20-17,L -11,,New Orleans Saints,U 41,
Sun,"Oct 18, 1981",1:00,,San Francisco 49ers,W 13-3,W -1,@,Green Bay Packers,U 44,at Milwaukee
Sun,"Oct 18, 1981",1:00,@,Miami Dolphins,W 13-10,L -7,,Washington Redskins,U 40,
Sun,"Oct 18, 1981",1:00,,Philadelphia Eagles,L 23-35,L -3.5,@,Minnesota Vikings,O 44,
Sun,"Oct 18, 1981",1:00,@,New England Patriots,W 38-10,W -3.5,,Houston Oilers,O 43,
Sun,"Oct 18, 1981",1:00,,Buffalo Bills,L 14-33,L -3,@,New York Jets,O 46,
Sun,"Oct 18, 1981",2:00,,San Diego Chargers,W 43-14,W -4.5,@,Baltimore Colts,O 51,
Sun,"Oct 18, 1981",4:00,@,Kansas City Chiefs,W 28-14,W PK,,Denver Broncos,O 37,
Sun,"Oct 18, 1981",4:00,@,Oakland Raiders,W 18-16,L -4,,Tampa Bay Buccaneers,U 35,
Sun,"Oct 18, 1981",4:00,@,Seattle Seahawks,L 0-32,L -1,,New York Giants,U 40,
Sun,"Oct 18, 1981",9:00,@,Dallas Cowboys,W 29-17,W -5,,Los Angeles Rams,O 43,
Mon,"Oct 19, 1981",9:00,@,Detroit Lions,W 48-17,W -6,,Chicago Bears,O 36,
