Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 19, 1981",12:30,,Dallas Cowboys,L 10-13 (OT),L -3,@,New York Giants,U 36,
Sat,"Dec 19, 1981",4:00,@,Miami Dolphins,W 16-6,W -3,,Buffalo Bills,U 36,
Sun,"Dec 20, 1981",1:00,,Denver Broncos,L 24-35,L -3,@,Chicago Bears,O 34,
Sun,"Dec 20, 1981",1:00,@,Detroit Lions,L 17-20,L -6,,Tampa Bay Buccaneers,U 41,
Sun,"Dec 20, 1981",1:00,@,Minnesota Vikings,L 6-10,L -2.5,,Kansas City Chiefs,U 45,
Sun,"Dec 20, 1981",1:00,@,New York Jets,W 28-3,W -3.5,,Green Bay Packers,U 39,
Sun,"Dec 20, 1981",1:00,@,Philadelphia Eagles,W 38-0,W -9,,St Louis Cardinals,U 39,
Sun,"Dec 20, 1981",2:00,,New England Patriots,L 21-23,L -6,@,Baltimore Colts,U 47,
Sun,"Dec 20, 1981",2:00,,San Francisco 49ers,W 21-17,L -7,@,New Orleans Saints,O 37,
Sun,"Dec 20, 1981",4:00,,Cincinnati Bengals,W 30-28,L -3,@,Atlanta Falcons,O 43,
Sun,"Dec 20, 1981",4:00,@,Houston Oilers,W 21-20,W PK,,Pittsburgh Steelers,O 37,
Sun,"Dec 20, 1981",4:00,,Washington Redskins,W 30-7,W -1,@,Los Angeles Rams,U 43,
Sun,"Dec 20, 1981",4:00,@,Seattle Seahawks,W 42-21,W -2,,Cleveland Browns,O 45,
Mon,"Dec 21, 1981",9:00,@,San Diego Chargers,W 23-10,W -6.5,,Oakland Raiders,U 45,
