Thu,"Dec 3, 1998",8:20,@,Philadelphia Eagles,W 17-14,W -1,,St Louis Rams,U 35,
Sun,"Dec 6, 1998",1:00,@,Atlanta Falcons,W 28-21,L -12,,Indianapolis Colts,O 46,
Sun,"Dec 6, 1998",1:00,,San Francisco 49ers,W 31-28 (OT),L -9.5,@,Carolina Panthers,O 48,
Sun,"Dec 6, 1998",1:00,,Buffalo Bills,W 33-20,W -4.5,@,Cincinnati Bengals,O 43,
Sun,"Dec 6, 1998",1:00,@,Jacksonville Jaguars,W 37-22,W -7,,Detroit Lions,O 44.5,
Sun,"Dec 6, 1998",1:00,,Dallas Cowboys,L 3-22,L -6.5,@,New Orleans Saints,U 41,
Sun,"Dec 6, 1998",1:00,@,New York Jets,W 32-31,L -7,,Seattle Seahawks,O 42.5,
Sun,"Dec 6, 1998",1:00,@,Pittsburgh Steelers,L 9-23,L -4.5,,New England Patriots,U 39,
Sun,"Dec 6, 1998",1:00,@,Washington Redskins,W 24-20,W -3,,San Diego Chargers,O 41,
Sun,"Dec 6, 1998",4:05,@,Arizona Cardinals,L 19-23,L -4.5,,New York Giants,O 41.5,
Sun,"Dec 6, 1998",4:15,@,Denver Broncos,W 35-31,L -13.5,,Kansas City Chiefs,O 45,
Sun,"Dec 6, 1998",4:15,,Miami Dolphins,W 27-17,W -2.5,@,Oakland Raiders,O 37,
Sun,"Dec 6, 1998",4:15,@,Tennessee Oilers,W 16-14,L -6,,Baltimore Ravens,U 40,
Sun,"Dec 6, 1998",8:20,@,Minnesota Vikings,W 48-22,W -16,,Chicago Bears,O 46,
Mon,"Dec 7, 1998",8:20,,Green Bay Packers,L 22-24,L -4,@,Tampa Bay Buccaneers,O 42,
