Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 31, 1976",1:00,@,Atlanta Falcons,W 23-20,W PK,,New Orleans Saints,,
Sun,"Oct 31, 1976",1:00,@,Buffalo Bills,L 14-19,L -11,,New York Jets,,
Sun,"Oct 31, 1976",1:00,,Minnesota Vikings,L 13-14,L -5,@,Chicago Bears,,
Sun,"Oct 31, 1976",1:00,@,Cincinnati Bengals,W 21-6,W -11,,Cleveland Browns,,
Sun,"Oct 31, 1976",1:00,@,Detroit Lions,W 27-6,W -5,,Green Bay Packers,,
Sun,"Oct 31, 1976",1:00,,New England Patriots,L 3-10,L -3,@,Miami Dolphins,,
Sun,"Oct 31, 1976",1:00,@,New York Giants,L 0-10,L -4,,Philadelphia Eagles,,
Sun,"Oct 31, 1976",1:00,@,Pittsburgh Steelers,W 23-0,W -12.5,,San Diego Chargers,,
Sun,"Oct 31, 1976",1:00,,Kansas City Chiefs,W 28-19,W -6,@,Tampa Bay Buccaneers,,
Sun,"Oct 31, 1976",2:00,@,St Louis Cardinals,W 23-20 (OT),L -4,,San Francisco 49ers,,
Sun,"Oct 31, 1976",4:00,@,Los Angeles Rams,W 45-6,W -21,,Seattle Seahawks,,
Sun,"Oct 31, 1976",4:00,@,Oakland Raiders,W 19-6,W -7.5,,Denver Broncos,,
Sun,"Oct 31, 1976",4:00,,Dallas Cowboys,W 20-7,W -4,@,Washington Commanders,,
Mon,"Nov 1, 1976",9:00,@,Baltimore Colts,W 38-14,W -9.5,,Houston Oilers,,
