Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 7, 1976",1:00,@,New England Patriots,W 20-10,L -11,,Buffalo Bills,,
Sun,"Nov 7, 1976",1:00,,Miami Dolphins,W 27-7,W -11.5,@,New York Jets,,
Sun,"Nov 7, 1976",1:00,,St Louis Cardinals,W 17-14,L -7.5,@,Philadelphia Eagles,,
Sun,"Nov 7, 1976",2:00,,Oakland Raiders,W 28-27,L -4,@,Chicago Bears,,
Sun,"Nov 7, 1976",2:00,@,Dallas Cowboys,W 9-3,L -15.5,,New York Giants,,
Sun,"Nov 7, 1976",2:00,@,Green Bay Packers,W 32-27,W -3,,New Orleans Saints,,at Milwaukee
Sun,"Nov 7, 1976",2:00,@,Houston Oilers,L 7-21,L -4.5,,Cleveland Browns,,
Sun,"Nov 7, 1976",2:00,,Pittsburgh Steelers,W 45-0,W -12.5,@,Kansas City Chiefs,,
Sun,"Nov 7, 1976",4:00,@,Denver Broncos,W 48-13,W -17.5,,Tampa Bay Buccaneers,,
Sun,"Nov 7, 1976",4:00,@,Minnesota Vikings,W 31-23,P -8,,Detroit Lions,,
Sun,"Nov 7, 1976",4:00,,Baltimore Colts,W 37-21,W -10,@,San Diego Chargers,,
Sun,"Nov 7, 1976",4:00,@,San Francisco 49ers,L 21-24,L -7,,Washington Redskins,,
Sun,"Nov 7, 1976",4:00,,Atlanta Falcons,L 13-30,L -5.5,@,Seattle Seahawks,,
Mon,"Nov 8, 1976",9:00,@,Cincinnati Bengals,W 20-12,W -1,,Los Angeles Rams,,
