Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 11, 1976",1:00,,Minnesota Vikings,W 29-7,W -1.5,@,Miami Dolphins,,
Sat,"Dec 11, 1976",4:00,,Pittsburgh Steelers,W 21-0,W -14.5,@,Houston Oilers,,
Sat,"Dec 11, 1976",9:00,,Los Angeles Rams,W 20-17,L -7,@,Detroit Lions,,
Sun,"Dec 12, 1976",1:00,@,Atlanta Falcons,L 20-24,L -3,,Green Bay Packers,,
Sun,"Dec 12, 1976",1:00,,St Louis Cardinals,W 17-14,L -8,@,New York Giants,,
Sun,"Dec 12, 1976",1:00,,Cincinnati Bengals,W 42-3,W -13.5,@,New York Jets,,
Sun,"Dec 12, 1976",1:00,@,Philadelphia Eagles,W 27-10,W -8,,Seattle Seahawks,,
Sun,"Dec 12, 1976",1:00,,New England Patriots,W 31-14,L -20,@,Tampa Bay Buccaneers,,
Sun,"Dec 12, 1976",2:00,@,Baltimore Colts,W 58-20,W -17.5,,Buffalo Bills,,
Sun,"Dec 12, 1976",2:00,@,Chicago Bears,L 14-28,L -8,,Denver Broncos,,
Sun,"Dec 12, 1976",2:00,,Cleveland Browns,L 14-39,L -3.5,@,Kansas City Chiefs,,
Sun,"Dec 12, 1976",2:00,@,New Orleans Saints,L 7-27,L -3,,San Francisco 49ers,,
Sun,"Dec 12, 1976",4:00,@,Dallas Cowboys,L 14-27,L -4.5,,Washington Redskins,,
Sun,"Dec 12, 1976",4:00,@,Oakland Raiders,W 24-0,W -9,,San Diego Chargers,,
