Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Sep 26, 1976",1:00,@,Cincinnati Bengals,W 28-7,W -17,,Green Bay Packers,,
Sun,"Sep 26, 1976",1:00,@,Miami Dolphins,W 16-0,L -19,,New York Jets,,
Sun,"Sep 26, 1976",1:00,@,Pittsburgh Steelers,L 27-30,L -14.5,,New England Patriots,,
Sun,"Sep 26, 1976",1:00,,Buffalo Bills,W 14-9,L -10.5,@,Tampa Bay Buccaneers,,
Sun,"Sep 26, 1976",2:00,@,Chicago Bears,L 0-10,L -4,,Atlanta Falcons,,
Sun,"Sep 26, 1976",2:00,,Minnesota Vikings,W 10-9,L -8,@,Detroit Lions,,
Sun,"Sep 26, 1976",2:00,,Oakland Raiders,W 14-13,L -3,@,Houston Oilers,,
Sun,"Sep 26, 1976",2:00,@,Kansas City Chiefs,L 17-27,L -5,,New Orleans Saints,,
Sun,"Sep 26, 1976",4:00,@,Dallas Cowboys,W 30-27,L -6.5,,Baltimore Colts,,
Sun,"Sep 26, 1976",4:00,@,Denver Broncos,W 44-13,W -6.5,,Cleveland Browns,,
Sun,"Sep 26, 1976",4:00,@,Los Angeles Rams,W 24-10,W -13,,New York Giants,,
Sun,"Sep 26, 1976",4:00,,St Louis Cardinals,L 24-43,L -6,@,San Diego Chargers,,
Sun,"Sep 26, 1976",4:00,,San Francisco 49ers,W 37-21,W -10.5,@,Seattle Seahawks,,
Mon,"Sep 27, 1976",9:00,,Washington Redskins,W 20-17 (OT),L -7.5,@,Philadelphia Eagles,,
