Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 14, 1976",1:00,,San Francisco 49ers,L 16-21,L -10,@,Atlanta Falcons,,
Sun,"Nov 14, 1976",1:00,@,Cincinnati Bengals,W 31-27,L -13,,Houston Oilers,,
Sun,"Nov 14, 1976",1:00,@,Cleveland Browns,W 24-3,W -7,,Philadelphia Eagles,,
Sun,"Nov 14, 1976",1:00,,Washington Redskins,L 9-12,L -6.5,@,New York Giants,,
Sun,"Nov 14, 1976",1:00,@,New York Jets,W 34-0,W -7.5,,Tampa Bay Buccaneers,,
Sun,"Nov 14, 1976",2:00,@,Baltimore Colts,L 14-21,L -11,,New England Patriots,,
Sun,"Nov 14, 1976",2:00,@,Chicago Bears,W 24-13,W -8,,Green Bay Packers,,
Sun,"Nov 14, 1976",2:00,@,Minnesota Vikings,W 27-21,L -20.5,,Seattle Seahawks,,
Sun,"Nov 14, 1976",2:00,,Detroit Lions,L 16-17,L -4,@,New Orleans Saints,,
Sun,"Nov 14, 1976",4:00,@,Los Angeles Rams,L 28-30,L -6,,St Louis Cardinals,,
Sun,"Nov 14, 1976",4:00,@,Oakland Raiders,W 21-10,L -14,,Kansas City Chiefs,,
Sun,"Nov 14, 1976",4:00,@,Pittsburgh Steelers,W 14-3,L -11.5,,Miami Dolphins,,
Sun,"Nov 14, 1976",4:00,,Denver Broncos,W 17-0,W -4,@,San Diego Chargers,,
Mon,"Nov 15, 1976",9:00,@,Dallas Cowboys,W 17-10,L -14.5,,Buffalo Bills,,
