Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 13, 1974",1:00,@,Atlanta Falcons,W 13-10,L -4.5,,Chicago Bears,,
Sun,"Oct 13, 1974",1:00,,Cincinnati Bengals,W 34-24,W -9.5,@,Cleveland Browns,,
Sun,"Oct 13, 1974",1:00,,New England Patriots,W 24-0,W -3,@,New York Jets,,
Sun,"Oct 13, 1974",1:00,@,Philadelphia Eagles,W 35-7,W -6.5,,New York Giants,,
Sun,"Oct 13, 1974",1:00,,Miami Dolphins,L 17-20,L -5,@,Washington Commanders,,
Sun,"Oct 13, 1974",2:00,,Buffalo Bills,W 27-14,L -14.5,@,Baltimore Colts,,
Sun,"Oct 13, 1974",2:00,,Pittsburgh Steelers,W 34-24,W -8.5,@,Kansas City Chiefs,,
Sun,"Oct 13, 1974",2:00,@,Minnesota Vikings,W 51-10,W -16.5,,Houston Oilers,,
Sun,"Oct 13, 1974",2:00,,Dallas Cowboys,L 28-31,L -3.5,@,St Louis Cardinals,,
Sun,"Oct 13, 1974",4:00,@,Denver Broncos,W 33-17,W -13.5,,New Orleans Saints,,
Sun,"Oct 13, 1974",4:00,,Los Angeles Rams,L 6-17,L -12.5,@,Green Bay Packers,,at Milwaukee
Sun,"Oct 13, 1974",4:00,,Oakland Raiders,W 14-10,L -13,@,San Diego Chargers,,
Mon,"Oct 14, 1974",9:00,@,Detroit Lions,W 17-13,L -10,,San Francisco 49ers,,
