Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Sep 22, 1974",1:00,@,Atlanta Falcons,L 10-16,L -7,,San Francisco 49ers,,
Sun,"Sep 22, 1974",1:00,,Miami Dolphins,W 24-16,L -9,@,Buffalo Bills,,
Sun,"Sep 22, 1974",1:00,@,Cincinnati Bengals,L 17-20,L -19,,San Diego Chargers,,
Sun,"Sep 22, 1974",1:00,@,Cleveland Browns,W 20-7,W -9.5,,Houston Oilers,,
Sun,"Sep 22, 1974",1:00,,Minnesota Vikings,W 7-6,L -11,@,Detroit Lions,,
Sun,"Sep 22, 1974",1:00,@,New York Giants,L 20-28,L -3,,New England Patriots,,
Sun,"Sep 22, 1974",1:00,@,Washington Redskins,L 10-17,L -9,,St Louis Cardinals,,
Sun,"Sep 22, 1974",2:00,,Green Bay Packers,W 20-13,L -7.5,@,Baltimore Colts,,
Sun,"Sep 22, 1974",2:00,,New York Jets,W 23-21,L -5.5,@,Chicago Bears,,
Sun,"Sep 22, 1974",4:00,,Pittsburgh Steelers,T 35-35 (OT),L -7.5,@,Denver Broncos,,
Sun,"Sep 22, 1974",4:00,@,Los Angeles Rams,W 24-0,W -20,,New Orleans Saints,,
Sun,"Sep 22, 1974",4:00,@,Oakland Raiders,W 27-7,W -8.5,,Kansas City Chiefs,,
Mon,"Sep 23, 1974",9:00,,Dallas Cowboys,L 10-13,L -7.5,@,Philadelphia Eagles,,
