Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
NFC Divisional,Sat,"Dec 21, 1974",1:00,@,Minnesota Vikings,W 30-14,W -7,,St Louis Cardinals,
AFC Divisional,Sat,"Dec 21, 1974",4:00,@,Oakland Raiders,W 28-26,L -3,,Miami Dolphins,
AFC Divisional,Sun,"Dec 22, 1974",1:00,@,Pittsburgh Steelers,W 32-14,W -6.5,,Buffalo Bills,
NFC Divisional,Sun,"Dec 22, 1974",4:00,@,Los Angeles Rams,W 19-10,W -2.5,,Washington Commanders,
NFC Championship,Sun,"Dec 29, 1974",1:00,@,Minnesota Vikings,W 14-10,L -5.5,,Los Angeles Rams,
AFC Championship,Sun,"Dec 29, 1974",4:00,@,Oakland Raiders,L 13-24,L -5.5,,Pittsburgh Steelers,
Super Bowl IX,Sun,"Jan 12, 1975",3:00,N,Pittsburgh Steelers,W 16-6,W -3,,Minnesota Vikings,U 33
