Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Nov 24, 1974",1:00,@,Cincinnati Bengals,W 33-6,W -7.5,,Kansas City Chiefs,,
Sun,"Nov 24, 1974",1:00,,Buffalo Bills,W 15-10,P -5,@,Cleveland Browns,,
Sun,"Nov 24, 1974",1:00,@,Detroit Lions,W 34-17,W -10,,Chicago Bears,,
Sun,"Nov 24, 1974",1:00,,St Louis Cardinals,W 23-21,L -7,@,New York Giants,,
Sun,"Nov 24, 1974",1:00,,Miami Dolphins,L 14-17,L -9,@,New York Jets,,
Sun,"Nov 24, 1974",1:00,@,Washington Redskins,W 26-7,W -10,,Philadelphia Eagles,,
Sun,"Nov 24, 1974",2:00,,New England Patriots,W 27-17,W -4.5,@,Baltimore Colts,,
Sun,"Nov 24, 1974",2:00,@,Green Bay Packers,W 34-0,W -7.5,,San Diego Chargers,,
Sun,"Nov 24, 1974",2:00,,Dallas Cowboys,W 10-0,W -4.5,@,Houston Oilers,,
Sun,"Nov 24, 1974",4:00,@,Los Angeles Rams,W 20-17,W -1.5,,Minnesota Vikings,,
Sun,"Nov 24, 1974",4:00,@,Oakland Raiders,L 17-20,L -8,,Denver Broncos,,
Sun,"Nov 24, 1974",4:00,@,San Francisco 49ers,W 27-0,W -9,,Atlanta Falcons,,
Mon,"Nov 25, 1974",9:00,,Pittsburgh Steelers,W 28-7,W -8,@,New Orleans Saints,,
