Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 6 1974,1:00,@,Cincinnati Bengals,W 28-17,W -4.5,,Washington Redskins,,
Sun,Oct 6 1974,1:00,,Oakland Raiders,W 40-24,W -12,@,Cleveland Browns,,
Sun,Oct 6 1974,1:00,@,New England Patriots,W 42-3,W -14,,Baltimore Colts,,
Sun,Oct 6 1974,1:00,@,New York Giants,L 7-14,L -3.5,,Atlanta Falcons,,
Sun,Oct 6 1974,2:00,@,Chicago Bears,W 24-10,W -4,,New Orleans Saints,,
Sun,Oct 6 1974,2:00,,Buffalo Bills,W 27-7,W -3,@,Green Bay Packers,,
Sun,Oct 6 1974,2:00,,Pittsburgh Steelers,W 13-7,L -14,@,Houston Oilers,,
Sun,Oct 6 1974,4:00,,Minnesota Vikings,W 23-21,W -1,@,Dallas Cowboys,,
Sun,Oct 6 1974,4:00,,Denver Broncos,W 17-14,W -1,@,Kansas City Chiefs,,
Sun,Oct 6 1974,4:00,@,Los Angeles Rams,W 16-13,L -14.5,,Detroit Lions,,
Sun,Oct 6 1974,4:00,,Philadelphia Eagles,W 13-7,W -5.5,@,San Diego Chargers,,
Sun,Oct 6 1974,4:00,,St Louis Cardinals,W 34-9,W -3.5,@,San Francisco 49ers,,
Mon,Oct 7 1974,9:00,@,Miami Dolphins,W 21-17,L -13,,New York Jets,,
