Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 10, 1985",1:00,,Houston Oilers,L 0-20,L -2.5,@,Buffalo Bills,U 37.5,
Sun,"Nov 10, 1985",1:00,@,Chicago Bears,W 24-3,W -9.5,,Detroit Lions,U 39.5,
Sun,"Nov 10, 1985",1:00,@,Cincinnati Bengals,W 27-10,W -3,,Cleveland Browns,U 43,
Sun,"Nov 10, 1985",1:00,@,Kansas City Chiefs,L 28-36,L -1.5,,Pittsburgh Steelers,O 38.5,
Sun,"Nov 10, 1985",1:00,@,Minnesota Vikings,L 17-27,L -5.5,,Green Bay Packers,O 41.5,
Sun,"Nov 10, 1985",1:00,@,New England Patriots,W 34-15,W -9.5,,Indianapolis Colts,O 39.5,
Sun,"Nov 10, 1985",1:00,,Seattle Seahawks,W 27-3,W -6.5,@,New Orleans Saints,U 41.5,
Sun,"Nov 10, 1985",1:00,@,New York Giants,W 24-19,W -4.5,,Los Angeles Rams,O 38.5,
Sun,"Nov 10, 1985",1:00,@,Philadelphia Eagles,W 23-17 (OT),L -8.5,,Atlanta Falcons,O 39.5,
Sun,"Nov 10, 1985",1:00,,St Louis Cardinals,L 0-16,L -2.5,@,Tampa Bay Buccaneers,U 47.5,
Sun,"Nov 10, 1985",4:00,@,Miami Dolphins,W 21-17,W -3.5,,New York Jets,U 43.5,
Sun,"Nov 10, 1985",4:00,,Los Angeles Raiders,L 34-40 (OT),L -2.5,@,San Diego Chargers,O 47,
Sun,"Nov 10, 1985",4:00,@,Washington Commanders,L 7-13,L -3,,Dallas Cowboys,U 40,
Mon,"Nov 11, 1985",9:00,,San Francisco 49ers,L 16-17,L -2.5,@,Denver Broncos,U 40,
