Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 24, 1985",1:00,,Miami Dolphins,W 23-14,W -8.5,@,Buffalo Bills,U 41.5,
Sun,"Nov 24, 1985",1:00,@,Chicago Bears,W 36-0,W -16,,Atlanta Falcons,U 40.5,
Sun,"Nov 24, 1985",1:00,@,Cleveland Browns,W 24-6,W -3,,Cincinnati Bengals,U 37,
Sun,"Nov 24, 1985",1:00,,San Diego Chargers,L 35-37,L -6,@,Houston Oilers,O 45,
Sun,"Nov 24, 1985",1:00,@,Minnesota Vikings,L 23-30,L -7,,New Orleans Saints,O 42,
Sun,"Nov 24, 1985",1:00,@,New York Jets,W 16-13 (OT),L -3.5,,New England Patriots,U 39,
Sun,"Nov 24, 1985",1:00,@,Pittsburgh Steelers,L 23-30,L -5.5,,Washington Redskins,O 36.5,
Sun,"Nov 24, 1985",1:00,,Detroit Lions,L 16-19 (OT),L -1,@,Tampa Bay Buccaneers,U 45,
Sun,"Nov 24, 1985",4:00,@,Dallas Cowboys,W 34-17,W -7,,Philadelphia Eagles,O 37,
Sun,"Nov 24, 1985",4:00,@,Kansas City Chiefs,W 20-7,W -4,,Indianapolis Colts,U 41,
Sun,"Nov 24, 1985",4:00,@,Los Angeles Raiders,W 31-28 (OT),L -4.5,,Denver Broncos,O 39,
Sun,"Nov 24, 1985",4:00,@,Los Angeles Rams,W 34-17,W -6,,Green Bay Packers,O 39,
Sun,"Nov 24, 1985",4:00,,New York Giants,W 34-3,W -4,@,St Louis Cardinals,U 41,
Mon,"Nov 25, 1985",9:00,@,San Francisco 49ers,W 19-6,W -6,,Seattle Seahawks,U 43,
