Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 13, 1985",1:00,,New York Giants,L 30-35,L -2,@,Cincinnati Bengals,O 49,
Sun,"Oct 13, 1985",1:00,@,Dallas Cowboys,W 27-13,W -5,,Pittsburgh Steelers,U 43,
Sun,"Oct 13, 1985",1:00,@,Green Bay Packers,W 20-17,L -3.5,,Minnesota Vikings,U 48,at Milwaukee
Sun,"Oct 13, 1985",1:00,,Cleveland Browns,W 21-6,W -2.5,@,Houston Oilers,U 37,
Sun,"Oct 13, 1985",1:00,,Denver Broncos,W 15-10,L -6,@,Indianapolis Colts,U 47.5,
Sun,"Oct 13, 1985",1:00,@,New England Patriots,W 14-3,W -10,,Buffalo Bills,U 44,
Sun,"Oct 13, 1985",1:00,,St Louis Cardinals,L 7-30,L -3.5,@,Philadelphia Eagles,U 41.5,
Sun,"Oct 13, 1985",1:00,,Los Angeles Rams,W 31-27,L -6.5,@,Tampa Bay Buccaneers,O 39,
Sun,"Oct 13, 1985",1:00,@,Washington Redskins,W 24-3,W -9.5,,Detroit Lions,U 43,
Sun,"Oct 13, 1985",4:00,@,Los Angeles Raiders,W 23-13,W -9,,New Orleans Saints,U 40,
Sun,"Oct 13, 1985",4:00,,Kansas City Chiefs,L 20-31,L -3.5,@,San Diego Chargers,O 46,
Sun,"Oct 13, 1985",4:00,@,San Francisco 49ers,L 10-26,L -4,,Chicago Bears,U 44.5,
Sun,"Oct 13, 1985",4:00,@,Seattle Seahawks,W 30-26,L -14.5,,Atlanta Falcons,O 48.5,
Mon,"Oct 14, 1985",9:00,,Miami Dolphins,L 7-23,L -4,@,New York Jets,U 48,
