Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 17, 1985",1:00,,Los Angeles Rams,L 14-30,L -6,@,Atlanta Falcons,O 40.5,
Sun,"Nov 17, 1985",1:00,@,Cleveland Browns,W 17-7,W -8,,Buffalo Bills,U 35,
Sun,"Nov 17, 1985",1:00,@,Dallas Cowboys,L 0-44,L PK,,Chicago Bears,O 35.5,
Sun,"Nov 17, 1985",1:00,@,Green Bay Packers,W 38-14,W -8,,New Orleans Saints,O 41,at Milwaukee
Sun,"Nov 17, 1985",1:00,,Pittsburgh Steelers,W 30-7,W -3,@,Houston Oilers,U 37.5,
Sun,"Nov 17, 1985",1:00,,Miami Dolphins,W 34-20,W -7.5,@,Indianapolis Colts,O 47,
Sun,"Nov 17, 1985",1:00,@,New York Jets,W 62-28,W -9.5,,Tampa Bay Buccaneers,O 42,
Sun,"Nov 17, 1985",1:00,@,St Louis Cardinals,L 14-24,L -2.5,,Philadelphia Eagles,P 38,
Sun,"Nov 17, 1985",4:00,@,Denver Broncos,W 30-24 (OT),W -4,,San Diego Chargers,O 47.5,
Sun,"Nov 17, 1985",4:00,@,Detroit Lions,W 41-21,W -3,,Minnesota Vikings,O 38.5,
Sun,"Nov 17, 1985",4:00,@,Los Angeles Raiders,W 13-6,W -6,,Cincinnati Bengals,U 47.5,
Sun,"Nov 17, 1985",4:00,@,San Francisco 49ers,W 31-3,W -13,,Kansas City Chiefs,U 42.5,
Sun,"Nov 17, 1985",4:00,@,Seattle Seahawks,L 13-20,L -3.5,,New England Patriots,U 41,
Mon,"Nov 18, 1985",9:00,@,Washington Redskins,W 23-21,P -2,,New York Giants,O 37,
