Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Dec 20, 1985",8:00,@,Seattle Seahawks,L 24-27,L PK,,Denver Broncos,O 43,
Sat,"Dec 21, 1985",12:30,@,New York Giants,W 28-10,W -9,,Pittsburgh Steelers,P 38,
Sat,"Dec 21, 1985",4:00,,Washington Redskins,W 27-16,W -6,@,St Louis Cardinals,O 41,
Sun,"Dec 22, 1985",1:00,,Chicago Bears,W 37-17,W -6.5,@,Detroit Lions,O 40,
Sun,"Dec 22, 1985",1:00,@,Kansas City Chiefs,W 38-34,W -2,,San Diego Chargers,O 46,
Sun,"Dec 22, 1985",1:00,@,Miami Dolphins,W 28-0,W -17.5,,Buffalo Bills,U 41,
Sun,"Dec 22, 1985",1:00,@,Minnesota Vikings,L 35-37,L -2,,Philadelphia Eagles,O 39,
Sun,"Dec 22, 1985",1:00,@,New England Patriots,W 34-23,W -7,,Cincinnati Bengals,O 44,
Sun,"Dec 22, 1985",1:00,@,New Orleans Saints,L 10-16,L -6,,Atlanta Falcons,U 44,
Sun,"Dec 22, 1985",1:00,@,New York Jets,W 37-10,W -7.5,,Cleveland Browns,O 37,
Sun,"Dec 22, 1985",1:00,,Green Bay Packers,W 20-17,W -2.5,@,Tampa Bay Buccaneers,U 44,
Sun,"Dec 22, 1985",4:00,@,Indianapolis Colts,W 34-16,W -5.5,,Houston Oilers,O 40,
Sun,"Dec 22, 1985",4:00,@,San Francisco 49ers,W 31-16,W -9,,Dallas Cowboys,O 44,
Mon,"Dec 23, 1985",9:00,,Los Angeles Raiders,W 16-6,W -1,@,Los Angeles Rams,U 40,
