Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 28, 1985",12:30,,New York Jets,L 20-31,L -3.5,@,Detroit Lions,O 42.5,
Thu,"Nov 28, 1985",3:00,@,Dallas Cowboys,W 35-17,W -13,,St Louis Cardinals,O 40,
Sun,"Dec 1, 1985",1:00,@,Cincinnati Bengals,W 45-27,W -7.5,,Houston Oilers,O 43,
Sun,"Dec 1, 1985",1:00,@,Green Bay Packers,W 21-0,W -6.5,,Tampa Bay Buccaneers,U 44.5,
Sun,"Dec 1, 1985",1:00,,New England Patriots,W 38-31,P -7,@,Indianapolis Colts,O 39,
Sun,"Dec 1, 1985",1:00,,Los Angeles Rams,L 3-29,L -5.5,@,New Orleans Saints,U 40,
Sun,"Dec 1, 1985",1:00,@,New York Giants,L 33-35,L -6,,Cleveland Browns,O 36,
Sun,"Dec 1, 1985",1:00,@,Philadelphia Eagles,L 23-28,L -6.5,,Minnesota Vikings,O 37.5,
Sun,"Dec 1, 1985",1:00,@,Pittsburgh Steelers,L 23-31,L PK,,Denver Broncos,O 41,
Sun,"Dec 1, 1985",4:00,,Los Angeles Raiders,W 34-24,W -7,@,Atlanta Falcons,O 43.5,
Sun,"Dec 1, 1985",4:00,@,San Diego Chargers,W 40-7,W -10,,Buffalo Bills,O 44.5,
Sun,"Dec 1, 1985",4:00,@,Seattle Seahawks,W 24-6,W -8,,Kansas City Chiefs,U 40.5,
Sun,"Dec 1, 1985",4:00,,San Francisco 49ers,W 35-8,W -3.5,@,Washington Commanders,O 40,
Mon,"Dec 2, 1985",9:00,,Chicago Bears,L 24-38,L -2,@,Miami Dolphins,O 43,
