Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 22 1987,1:00,@,Chicago Bears,W 30-10,W -12,,Detroit Lions,U 41.5,
Sun,Nov 22 1987,1:00,@,Cincinnati Bengals,L 16-30,L -6,,Pittsburgh Steelers,O 42,
Sun,Nov 22 1987,1:00,,Cleveland Browns,W 40-7,W -2,@,Houston Oilers,P 47,
Sun,Nov 22 1987,1:00,@,Kansas City Chiefs,L 3-23,L -4,,Green Bay Packers,U 41.5,
Sun,Nov 22 1987,1:00,@,Minnesota Vikings,W 24-13,L -14,,Atlanta Falcons,U 44.5,
Sun,Nov 22 1987,1:00,@,New England Patriots,W 24-0,W -1,,Indianapolis Colts,U 39,
Sun,Nov 22 1987,1:00,@,New York Jets,L 14-17,L -3.5,,Buffalo Bills,U 42.5,
Sun,Nov 22 1987,1:00,@,Philadelphia Eagles,L 19-31,L -6.5,,St Louis Cardinals,O 43,
Sun,Nov 22 1987,1:00,,San Francisco 49ers,W 24-10,W -6,@,Tampa Bay Buccaneers,U 47,
Sun,Nov 22 1987,4:00,,Denver Broncos,W 23-17,W -1,@,Los Angeles Raiders,U 43,
Sun,Nov 22 1987,4:00,@,New Orleans Saints,W 23-14,W -2.5,,New York Giants,U 41,
Sun,Nov 22 1987,4:00,@,Seattle Seahawks,W 34-3,W -8,,San Diego Chargers,U 44.5,
Sun,Nov 22 1987,8:00,@,Dallas Cowboys,L 14-20,L -2,,Miami Dolphins,U 48,
Mon,Nov 23 1987,9:00,@,Washington Redskins,L 26-30,L -10,,Los Angeles Rams,O 41,
