Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 18 1987,1:00,,Los Angeles Rams,L 20-24,L -12.5,@,Atlanta Falcons,,
Sun,Oct 18 1987,1:00,@,Chicago Bears,L 17-19,L -5.5,,New Orleans Saints,,
Sun,Oct 18 1987,1:00,,Cleveland Browns,W 34-0,W -5,@,Cincinnati Bengals,,
Sun,Oct 18 1987,1:00,,Seattle Seahawks,W 37-14,W -3,@,Detroit Lions,,
Sun,Oct 18 1987,1:00,@,Green Bay Packers,W 16-10 (OT),L -6.5,,Philadelphia Eagles,,
Sun,Oct 18 1987,1:00,@,Houston Oilers,L 7-21,L -6,,New England Patriots,,
Sun,Oct 18 1987,1:00,,Miami Dolphins,L 31-37 (OT),L -3,@,New York Jets,,
Sun,Oct 18 1987,1:00,@,Pittsburgh Steelers,W 21-7,W -11.5,,Indianapolis Colts,,
Sun,Oct 18 1987,1:00,@,Tampa Bay Buccaneers,W 20-10,W -5.5,,Minnesota Vikings,,
Sun,Oct 18 1987,4:00,,New York Giants,L 3-6 (OT),L -4,@,Buffalo Bills,,
Sun,Oct 18 1987,4:00,,Denver Broncos,W 26-17,L -12,@,Kansas City Chiefs,,
Sun,Oct 18 1987,4:00,@,Los Angeles Raiders,L 17-23,L -11.5,,San Diego Chargers,,
Sun,Oct 18 1987,4:00,@,San Francisco 49ers,W 34-28,L -13.5,,St Louis Cardinals,,
Mon,Oct 19 1987,9:00,@,Dallas Cowboys,L 7-13,L -8,,Washington Redskins,,
