Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Dec 13 1987,1:00,@,Cleveland Browns,W 38-24,W -7.5,,Cincinnati Bengals,O 40.5,
Sun,Dec 13 1987,1:00,,Minnesota Vikings,L 10-16,L -4,@,Green Bay Packers,U 37.5,at Milwaukee
Sun,Dec 13 1987,1:00,@,Indianapolis Colts,L 3-27,L -3.5,,Buffalo Bills,U 44.5,
Sun,Dec 13 1987,1:00,@,New England Patriots,W 42-20,W -4,,New York Jets,O 45,
Sun,Dec 13 1987,1:00,@,New Orleans Saints,W 24-10,W -7.5,,Houston Oilers,U 46.5,
Sun,Dec 13 1987,1:00,@,Philadelphia Eagles,L 10-28,L -1.5,,Miami Dolphins,U 44,
Sun,Dec 13 1987,1:00,@,Washington Redskins,W 24-20,L -9.5,,Dallas Cowboys,O 42,
Sun,Dec 13 1987,4:00,,Los Angeles Raiders,L 10-16,L -5.5,@,Kansas City Chiefs,U 40,
Sun,Dec 13 1987,4:00,@,Los Angeles Rams,W 33-0,W -10,,Atlanta Falcons,U 41.5,
Sun,Dec 13 1987,4:00,@,San Diego Chargers,L 16-20,L -3,,Pittsburgh Steelers,U 45,
Sun,Dec 13 1987,4:00,,New York Giants,L 24-27,L -3,@,St Louis Cardinals,O 41,
Sun,Dec 13 1987,4:00,@,Tampa Bay Buccaneers,L 10-20,L -6,,Detroit Lions,U 47.5,
Sun,Dec 13 1987,8:00,@,Seattle Seahawks,W 28-21,W -3.5,,Denver Broncos,O 47.5,
Mon,Dec 14 1987,9:00,@,San Francisco 49ers,W 41-0,W -5.5,,Chicago Bears,U 45.5,
