Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 20, 1987",1:00,,Washington Redskins,L 20-21,L -6.5,@,Atlanta Falcons,U 41.5,
Sun,"Sep 20, 1987",1:00,@,Buffalo Bills,W 34-30,W -3.5,,Houston Oilers,O 41,
Sun,"Sep 20, 1987",1:00,@,Chicago Bears,W 20-3,W -14,,Tampa Bay Buccaneers,U 39,
Sun,"Sep 20, 1987",1:00,@,Cincinnati Bengals,L 26-27,L PK,,San Francisco 49ers,O 47,
Sun,"Sep 20, 1987",1:00,@,Cleveland Browns,W 34-10,W -7,,Pittsburgh Steelers,O 42,
Sun,"Sep 20, 1987",1:00,,Denver Broncos,T 17-17 (OT),L -9.5,@,Green Bay Packers,U 42,at Milwaukee
Sun,"Sep 20, 1987",1:00,,Miami Dolphins,W 23-10,W -5,@,Indianapolis Colts,U 46.5,
Sun,"Sep 20, 1987",1:00,,New Orleans Saints,L 17-27,L -1,@,Philadelphia Eagles,O 37,
Sun,"Sep 20, 1987",4:00,@,Los Angeles Raiders,W 27-7,W -7.5,,Detroit Lions,U 36.5,
Sun,"Sep 20, 1987",4:00,@,Los Angeles Rams,L 16-21,L -4.5,,Minnesota Vikings,U 41.5,
Sun,"Sep 20, 1987",4:00,@,New York Giants,L 14-16,L -12,,Dallas Cowboys,U 39.5,
Sun,"Sep 20, 1987",4:00,@,San Diego Chargers,W 28-24,L -5.5,,St Louis Cardinals,O 45,
Sun,"Sep 20, 1987",4:00,@,Seattle Seahawks,W 43-14,W -7,,Kansas City Chiefs,O 41,
Mon,"Sep 21, 1987",9:00,,New England Patriots,L 24-43,L -2,@,New York Jets,O 44,
