Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 5, 1961",,,Green Bay Packers,L 21-45,L -7,@,Baltimore Colts,,
Sun,"Nov 5, 1961",,@,Cleveland Browns,L 13-17,L -10,,Pittsburgh Steelers,,
Sun,"Nov 5, 1961",,,St Louis Cardinals,W 31-17,W -1,@,Dallas Cowboys,,
Sun,"Nov 5, 1961",,@,Los Angeles Rams,W 31-17,W -9,,Minnesota Vikings,,
Sun,"Nov 5, 1961",,@,New York Giants,W 53-0,W -13.5,,Washington Commanders,,
Sun,"Nov 5, 1961",,@,Philadelphia Eagles,W 16-14,L -3,,Chicago Bears,,
Sun,"Nov 5, 1961",,@,San Francisco 49ers,T 20-20,L -3.5,,Detroit Lions,,
