Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Oct 13, 1961",,,Houston Oilers,T 31-31,L -6.5,@,Boston Patriots,,
Sun,"Oct 15, 1961",,,Dallas Texans,L 24-27,L -6.5,@,Buffalo Bills,,
Sun,"Oct 15, 1961",,@,Denver Broncos,W 27-24,L -7,,Oakland Raiders,,
Sun,"Oct 15, 1961",,,San Diego Chargers,W 25-10,W -8,@,New York Titans,,
