Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 17, 1961",,@,Dallas Texans,W 35-24,W -8,,New York Titans,,
Sun,"Dec 17, 1961",,,Houston Oilers,W 47-16,W -20,@,Oakland Raiders,,
Sun,"Dec 17, 1961",,@,San Diego Chargers,L 0-41,L -13,,Boston Patriots,,
