Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 23, 1961",,@,Detroit Lions,L 9-17,L PK,,Green Bay Packers,,
Sun,"Nov 26, 1961",,@,Chicago Bears,W 28-24,L -9,,Los Angeles Rams,,
Sun,"Nov 26, 1961",,@,Cleveland Browns,L 21-37,L -2,,New York Giants,,
Sun,"Nov 26, 1961",,@,Philadelphia Eagles,W 35-13,W -14,,Dallas Cowboys,,
Sun,"Nov 26, 1961",,@,Pittsburgh Steelers,W 30-27,L -7.5,,St Louis Cardinals,,
Sun,"Nov 26, 1961",,@,San Francisco 49ers,W 38-28,L -16,,Minnesota Vikings,,
Sun,"Nov 26, 1961",,,Baltimore Colts,W 27-6,W -13,@,Washington Redskins,,
