Round,Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,"Nov 11, 1961",,@,New York Titans,W 23-12,W -8,,Oakland Raiders,,
Sun,"Nov 12, 1961",,@,Dallas Texans,L 20-30,L -8,,Buffalo Bills,,
Sun,"Nov 12, 1961",,,San Diego Chargers,W 19-16,L -20,@,Denver Broncos,,
Sun,"Nov 12, 1961",,@,Houston Oilers,W 27-15,W -9,,Boston Patriots,,
