Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Nov 3, 1961",,@,Boston Patriots,W 28-21,W -3.5,,Dallas Texans,,
Sun,"Nov 5, 1961",,@,Buffalo Bills,L 22-31,L -11,,Oakland Raiders,,
Sun,"Nov 5, 1961",,,Houston Oilers,W 55-14,W -10,@,Denver Broncos,,
Sun,"Nov 5, 1961",,@,San Diego Chargers,W 48-13,W -17,,New York Titans,,
