Sun,"Oct 29, 1961",,@,Baltimore Colts,L 20-21,L -1,,Chicago Bears,,
Sun,"Oct 29, 1961",,@,Green Bay Packers,W 28-10,L -26,,Minnesota Vikings,,at Milwaukee
Sun,"Oct 29, 1961",,@,Los Angeles Rams,L 10-28,L -1,,Detroit Lions,,
Sun,"Oct 29, 1961",,@,New York Giants,L 16-17,L -13.5,,Dallas Cowboys,,
Sun,"Oct 29, 1961",,,San Francisco 49ers,L 10-20,L -6,@,Pittsburgh Steelers,,
Sun,"Oct 29, 1961",,,Cleveland Browns,W 21-10,W -3.5,@,St Louis Cardinals,,
Sun,"Oct 29, 1961",,,Philadelphia Eagles,W 27-24,L -14.5,@,Washington Redskins,,
