Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 29, 1961",,,Houston Oilers,W 28-16,W -6.5,@,Buffalo Bills,,
Sun,"Oct 29, 1961",,@,Dallas Texans,L 17-18,L -5,,Boston Patriots,,
Sun,"Oct 29, 1961",,,New York Titans,W 14-6,W -4,@,Oakland Raiders,,
Sun,"Oct 29, 1961",,@,San Diego Chargers,W 37-0,W -18,,Denver Broncos,,
