Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 27, 1969",,@,Dallas Cowboys,T 24-24,L -11,,San Francisco 49ers,,
Thu,"Nov 27, 1969",,,Minnesota Vikings,W 27-0,W -8,@,Detroit Lions,,
Sun,"Nov 30, 1969",,@,Baltimore Colts,W 13-6,L -11,,Atlanta Falcons,,
Sun,"Nov 30, 1969",,,Cleveland Browns,W 28-24,L -6,@,Chicago Bears,,
Sun,"Nov 30, 1969",,@,Green Bay Packers,W 20-10,W -9,,New York Giants,,at Milwaukee
Sun,"Nov 30, 1969",,@,New Orleans Saints,W 26-17,W -1,,Philadelphia Eagles,,
Sun,"Nov 30, 1969",,@,St Louis Cardinals,W 47-10,W -10,,Pittsburgh Steelers,,
Sun,"Nov 30, 1969",,,Los Angeles Rams,W 24-13,W -8,@,Washington Redskins,,
