Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Chet Gay,Minnesota,2,1925,1926,14,9,https://www.profootballarchives.com/players/g/gay000800.html
Everett Gay,Texas,1,1988,1988,16,0,https://www.profootballarchives.com/players/g/gay001000.html
Jordan Gay,Centre,3,2014,2016,33,0,https://www.profootballarchives.com/players/g/gay001100.html
Matt Gay,Kansas,1,1994,1994,2,0,https://www.profootballarchives.com/players/g/gay001200.html
Matt Gay,Utah,Valley,State,JC;,Utah,6,https://www.profootballarchives.com/players/g/gay001201.html
Randall Gay,Louisiana,State,7,2004,2010,81,https://www.profootballarchives.com/players/g/gay001230.html
William Gay,San,Diego,CC;,Southern,California,11,https://www.profootballarchives.com/players/g/gay001400.html
William Gay,Louisville,11,2007,2017,176,101,https://www.profootballarchives.com/players/g/gay001800.html
Willie Gay,Mississippi,State,5,2020,2024,72,https://www.profootballarchives.com/players/g/gay002000.html
Kent Gaydos,Florida,State,1,1975,1975,4,https://www.profootballarchives.com/players/g/gayd00200.html
Ali Gaye,Arizona,Western,CC;,Garden,City,CC;,https://www.profootballarchives.com/players/g/gaye00100.html
Walt Gayer,Creighton,1,1926,1926,8,6,https://www.profootballarchives.com/players/g/gaye00200.html
Rashid Gayle,Boise,State,1,1996,1996,2,https://www.profootballarchives.com/players/g/gayl00100.html
Shaun Gayle,Ohio,State,12,1984,1995,160,https://www.profootballarchives.com/players/g/gayl00200.html
Trevor Gaylor,Miami,(Ohio),3,2000,2002,34,https://www.profootballarchives.com/players/g/gayl00350.html
Doug Gaynor,Fresno,CC;,Long,Beach,State,1,https://www.profootballarchives.com/players/g/gayn00200.html
Frank Gaziano,Holy,Cross,1,1944,1944,10,https://www.profootballarchives.com/players/g/gazi00200.html
Joe Gaziano,Northwestern,5,2020,2024,26,1,https://www.profootballarchives.com/players/g/gazi00401.html
Akbar Gbaja-Biamila,San,Diego,State,4,2003,2007,https://www.profootballarchives.com/players/g/gbaj00100.html
Kabeer Gbaja-Biamila,San,Diego,State,9,2000,2008,https://www.profootballarchives.com/players/g/gbaj00200.html
Cory Geason,Tulane,3,2000,2002,26,3,https://www.profootballarchives.com/players/g/geas00200.html
Ron Geater,Iowa,1,1992,1992,3,0,https://www.profootballarchives.com/players/g/geat00200.html
Clayton Geathers,Central,Florida,5,2015,2019,56,https://www.profootballarchives.com/players/g/geat00240.html
Clifton Geathers,South,Carolina,6,2010,2014,37,https://www.profootballarchives.com/players/g/geat00250.html
Jumpy Geathers,Paducah,JC;,Wichita,State,13,1984,https://www.profootballarchives.com/players/g/geat00400.html
Kwame Geathers,Georgia,1,2013,2013,7,0,https://www.profootballarchives.com/players/g/geat00420.html
Robert Geathers,Georgia,11,2004,2014,152,104,https://www.profootballarchives.com/players/g/geat00800.html
Lou Gebhard,Lafayette,1,1926,1926,1,1,https://www.profootballarchives.com/players/g/gebh00200.html
Bob Geddes,Riverside,CC;,UCLA,4,1972,1975,https://www.profootballarchives.com/players/g/gedd00200.html
Ken Geddes,Nebraska,8,1971,1978,95,69,https://www.profootballarchives.com/players/g/gedd00400.html
Ben Gedeon,Michigan,3,2017,2019,39,22,https://www.profootballarchives.com/players/g/gede00200.html
Gene Gedman,Indiana,4,1953,1958,45,34,https://www.profootballarchives.com/players/g/gedm00200.html
Chris Gedney,Syracuse,6,1993,2000,73,21,https://www.profootballarchives.com/players/g/gedn00200.html
Mark Gehring,Olympic,JC;,Eastern,Washington,1,1987,https://www.profootballarchives.com/players/g/gehr00200.html
Bruce Gehrke,Columbia,1,1948,1948,7,0,https://www.profootballarchives.com/players/g/gehr00400.html
Erwin Gehrke,Harvard,1,1926,1926,6,4,https://www.profootballarchives.com/players/g/gehr00500.html
Fred Gehrke,Utah,8,1940,1950,69,44,https://www.profootballarchives.com/players/g/gehr00600.html
Jack Gehrke,Utah,3,1968,1971,26,11,https://www.profootballarchives.com/players/g/gehr00800.html
Kaylon Geiger,Navarro,JC;,Troy;,Texas,Tech,1,https://www.profootballarchives.com/players/g/geig00150.html
Chris Geile,Chabot,JC;,Eastern,Illinois,1,1987,https://www.profootballarchives.com/players/g/geil00200.html
Justin Geisinger,Vanderbilt,2,2006,2008,6,0,https://www.profootballarchives.com/players/g/geis00320.html
Chuck Gelatka,Mississippi,State,4,1937,1940,34,https://www.profootballarchives.com/players/g/gela00200.html
Stan Gelbaugh,Maryland,6,1989,1996,20,12,https://www.profootballarchives.com/players/g/gelb00200.html
Pete Gent,Michigan,State,5,1964,1968,48,https://www.profootballarchives.com/players/g/gent00200.html
Byron Gentry,Southern,California,3,1937,1939,25,https://www.profootballarchives.com/players/g/gent00600.html
Curt Gentry,Maryland-Eastern,Shore,3,1966,1968,38,https://www.profootballarchives.com/players/g/gent00800.html
Dale Gentry,Washington,State,3,1946,1948,42,https://www.profootballarchives.com/players/g/gent01000.html
Dennis Gentry,Baylor,11,1982,1992,159,30,https://www.profootballarchives.com/players/g/gent01200.html
Lee Gentry,Tulsa,1,1941,1941,5,0,https://www.profootballarchives.com/players/g/gent01400.html
Tanner Gentry,Wyoming,2,2017,2022,7,3,https://www.profootballarchives.com/players/g/gent01550.html
Weldon Gentry,Arkansas;,Oklahoma,2,1930,1931,12,https://www.profootballarchives.com/players/g/gent01600.html
Zach Gentry,Michigan,5,2019,2023,41,26,https://www.profootballarchives.com/players/g/gent01700.html
Allan George,Vanderbilt,1,2022,2022,3,0,https://www.profootballarchives.com/players/g/geor00110.html
Bill George,Wake,Forest,15,1952,1966,173,https://www.profootballarchives.com/players/g/geor00200.html
Ed George,Ferrum,JC;,Wake,Forest,4,1975,https://www.profootballarchives.com/players/g/geor00400.html
Eddie George,Ohio,State,9,1996,2004,141,https://www.profootballarchives.com/players/g/geor00500.html
Jeff George,Highland,CC;,Illinois,State,1,1987,https://www.profootballarchives.com/players/g/geor00600.html
Jeff George,Purdue;,Illinois,12,1990,2001,131,https://www.profootballarchives.com/players/g/geor00800.html
Jeremiah George,Iowa,State,3,2014,2017,37,https://www.profootballarchives.com/players/g/geor00810.html
Karl George,Carroll,(Wisconsin);,Loras,1,1922,1922,https://www.profootballarchives.com/players/g/geor00845.html
Matt George,Chapman,1,1998,1998,1,0,https://www.profootballarchives.com/players/g/geor00900.html
Ray George,Southern,California,2,1939,1940,13,https://www.profootballarchives.com/players/g/geor01000.html
Ron George,Air,Force;,Stanford,8,1993,2000,https://www.profootballarchives.com/players/g/geor01100.html
Spencer George,Rice,3,1997,1999,18,0,https://www.profootballarchives.com/players/g/geor01150.html
Steve George,Houston,2,1974,1976,14,0,https://www.profootballarchives.com/players/g/geor01200.html
Tim George,Carson-Newman,2,1973,1974,20,8,https://www.profootballarchives.com/players/g/geor01400.html
Tony George,Florida,2,1999,2000,31,1,https://www.profootballarchives.com/players/g/geor01450.html
John Gerak,Penn,State,5,1993,1997,63,https://www.profootballarchives.com/players/g/gera00200.html
K.J. Gerard,Northern,Arizona,1,2009,2009,3,https://www.profootballarchives.com/players/g/gera00310.html
Patsy Gerardi,none,1,1921,1921,1,0,https://www.profootballarchives.com/players/g/gera00400.html
Ed Gerber,Alabama,2,1941,1942,16,10,https://www.profootballarchives.com/players/g/gerb00200.html
Tom Geredine,Truman,State,3,1973,1976,34,https://www.profootballarchives.com/players/g/gere00200.html
Roy Gerela,New,Mexico,State,11,1969,1979,https://www.profootballarchives.com/players/g/gere00400.html
Chris Gerhard,East,Stroudsburg,1,1987,1987,3,https://www.profootballarchives.com/players/g/gerh00200.html
Garth Gerhart,Arizona,State,1,2014,2014,2,https://www.profootballarchives.com/players/g/gerh00320.html
Toby Gerhart,Stanford,6,2010,2015,82,14,https://www.profootballarchives.com/players/g/gerh00390.html
Tommy Gerhart,Salem;,Ohio,University,1,1992,1992,https://www.profootballarchives.com/players/g/gerh00600.html
Joe Geri,Georgia,4,1949,1952,48,27,https://www.profootballarchives.com/players/g/geri00200.html
Joe Germaine,Scottsdale,CC;,Ohio,State,1,1999,https://www.profootballarchives.com/players/g/germ00050.html
Jammi German,Miami,(Florida),4,1998,2001,35,https://www.profootballarchives.com/players/g/germ00100.html
Jimmy German,Centre,2,1939,1940,9,1,https://www.profootballarchives.com/players/g/germ00110.html
Reggie Germany,Ohio,State,1,2001,2001,16,https://www.profootballarchives.com/players/g/germ00350.html
Willie Germany,Morgan,State,4,1972,1976,42,https://www.profootballarchives.com/players/g/germ00400.html
Nate Gerry,Nebraska,5,2017,2022,50,22,https://www.profootballarchives.com/players/g/gerr00200.html
Carl Gersbach,Duke;,West,Chester,7,1970,1976,https://www.profootballarchives.com/players/g/gers00200.html
Rick Gervais,Stanford,3,1981,1983,21,6,https://www.profootballarchives.com/players/g/gerv00200.html
Jake Gervase,Iowa,4,2019,2022,18,0,https://www.profootballarchives.com/players/g/gerv00250.html
John Gesek,Diablo,Valley,JC;,Sacramento,State,9,https://www.profootballarchives.com/players/g/gese00200.html
Mike Gesicki,Penn,State,7,2018,2024,115,https://www.profootballarchives.com/players/g/gesi00200.html
Chas Gessner,Brown,1,2007,2007,1,0,https://www.profootballarchives.com/players/g/gess00400.html
Gorham Getchell,Temple,1,1947,1947,8,0,https://www.profootballarchives.com/players/g/getc00200.html
Adam Gettis,Iowa,3,2013,2016,17,1,https://www.profootballarchives.com/players/g/gett00210.html
David Gettis,Baylor,2,2010,2012,17,13,https://www.profootballarchives.com/players/g/gett00230.html
Charlie Getty,Penn,State,10,1974,1983,134,https://www.profootballarchives.com/players/g/gett00400.html
Fred Getz,Tennessee-Chattanooga,1,1930,1930,1,0,https://www.profootballarchives.com/players/g/getz00200.html
Lee Getz,Rutgers,1,1987,1987,3,0,https://www.profootballarchives.com/players/g/getz00400.html
Bill Geyer,Colgate,3,1942,1946,9,3,https://www.profootballarchives.com/players/g/geye00200.html
Lou Ghecas,Georgetown,(DC),1,1941,1941,8,https://www.profootballarchives.com/players/g/ghec00200.html
Brandon Ghee,Wake,Forest,4,2010,2014,29,https://www.profootballarchives.com/players/g/ghee00100.html
Milt Ghee,Dartmouth,2,1920,1921,12,11,https://www.profootballarchives.com/players/g/ghee00200.html
Ronnie Ghent,Louisville,1,2007,2007,8,0,https://www.profootballarchives.com/players/g/ghen00200.html
Vern Ghersanich,Auburn,1,1943,1943,4,0,https://www.profootballarchives.com/players/g/gher00200.html
Eric Ghiaciuc,Central,Michigan,4,2005,2008,48,https://www.profootballarchives.com/players/g/ghia00200.html
Vernon Gholston,Ohio,State,3,2008,2010,45,https://www.profootballarchives.com/players/g/ghol00400.html
William Gholston,Michigan,State,12,2013,2024,186,https://www.profootballarchives.com/players/g/ghol00600.html
Ralph Giacomarro,Penn,State,4,1983,1987,40,https://www.profootballarchives.com/players/g/giac00200.html
Breno Giacomini,Louisville,8,2008,2017,94,86,https://www.profootballarchives.com/players/g/giac00400.html
Louie Giammona,Utah,State,6,1976,1982,69,https://www.profootballarchives.com/players/g/giam00200.html
Hal Giancanelli,Loyola,Marymount,4,1953,1956,41,https://www.profootballarchives.com/players/g/gian00200.html
Mario Giannelli,Boston,College,4,1948,1951,47,https://www.profootballarchives.com/players/g/gian00400.html
Frank Giannetti,Penn,State,1,1991,1991,3,https://www.profootballarchives.com/players/g/gian00600.html
Jack Giannoni,St.,Mary's,(California),1,1938,1938,https://www.profootballarchives.com/players/g/gian00800.html
Nick Giaquinto,Bridgeport;,Connecticut,5,1980,1983,53,https://www.profootballarchives.com/players/g/giaq00200.html
Bill Giaver,Georgia,Tech,6,1922,1926,27,https://www.profootballarchives.com/players/g/giav00200.html
Jack Gibbens,Abilene,Christian;,Minnesota,3,2022,2024,https://www.profootballarchives.com/players/g/gibb00145.html
Jim Gibbons,Iowa,11,1958,1968,140,95,https://www.profootballarchives.com/players/g/gibb00200.html
Mike Gibbons,Southwestern,Oklahoma,State,2,1976,1977,https://www.profootballarchives.com/players/g/gibb00400.html
Donnie Gibbs,Texas,Christian,1,1974,1974,1,https://www.profootballarchives.com/players/g/gibb00600.html
Jahmyr Gibbs,Georgia,Tech;,Alabama,2,2023,2024,https://www.profootballarchives.com/players/g/gibb00665.html
Pat Gibbs,Lamar,1,1972,1972,2,0,https://www.profootballarchives.com/players/g/gibb01000.html
Sonny Gibbs,Texas,Christian,1,1964,1964,2,https://www.profootballarchives.com/players/g/gibb01200.html
Andy Gibler,Missouri,1,1983,1983,2,0,https://www.profootballarchives.com/players/g/gibl00200.html
Bob Giblin,Houston,2,1975,1977,23,0,https://www.profootballarchives.com/players/g/gibl00400.html
Abe Gibron,Valparaiso;,Purdue,12,1949,1959,125,https://www.profootballarchives.com/players/g/gibr00200.html
Aaron Gibson,Wisconsin,6,2000,2004,38,34,https://www.profootballarchives.com/players/g/gibs00100.html
Alec Gibson,Ventura,JC;,Illinois,1,1987,1987,https://www.profootballarchives.com/players/g/gibs00200.html
Antonio Gibson,Hinds,CC;,Cincinnati,5,1986,1992,https://www.profootballarchives.com/players/g/gibs00400.html
Antonio Gibson,East,Central,CC;,Memphis,5,2020,https://www.profootballarchives.com/players/g/gibs00401.html
Brandon Gibson,Washington,State,7,2009,2014,76,https://www.profootballarchives.com/players/g/gibs00560.html
Claude Gibson,North,Carolina,State,5,1961,1965,https://www.profootballarchives.com/players/g/gibs00600.html
Damon Gibson,Iowa,5,1998,2002,36,0,https://www.profootballarchives.com/players/g/gibs00700.html
David Gibson,Southern,California,5,2000,2003,47,https://www.profootballarchives.com/players/g/gibs00750.html
Dennis Gibson,Iowa,State,9,1987,1995,121,https://www.profootballarchives.com/players/g/gibs00800.html
Denver Gibson,Grove,City,5,1930,1934,65,https://www.profootballarchives.com/players/g/gibs01000.html
Derrick Gibson,Florida,State,5,2001,2006,69,https://www.profootballarchives.com/players/g/gibs01020.html
Dick Gibson,Centre,2,1922,1923,5,5,https://www.profootballarchives.com/players/g/gibs01100.html
Ernest Gibson,Furman,6,1984,1989,72,14,https://www.profootballarchives.com/players/g/gibs01200.html
Gary Gibson,Rutgers,7,2007,2013,78,24,https://www.profootballarchives.com/players/g/gibs01410.html
George Gibson,Minnesota,2,1930,1930,14,12,https://www.profootballarchives.com/players/g/gibs01600.html
Joe Gibson,Cameron,JC;,Tulsa,5,1942,1947,https://www.profootballarchives.com/players/g/gibs01800.html
Mike Gibson,Solano,CC;,California,4,2009,2013,https://www.profootballarchives.com/players/g/gibs01870.html
Oliver Gibson,Notre,Dame,9,1995,2003,133,https://www.profootballarchives.com/players/g/gibs01900.html
Paul Gibson,North,Carolina,State,3,1947,1949,https://www.profootballarchives.com/players/g/gibs02000.html
Paul Gibson,Texas-El,Paso,1,1972,1972,1,https://www.profootballarchives.com/players/g/gibs02200.html
Shelton Gibson,West,Virginia,2,2017,2018,20,https://www.profootballarchives.com/players/g/gibs02540.html
Thaddeus Gibson,Ohio,State,2,2010,2011,4,https://www.profootballarchives.com/players/g/gibs02570.html
Tom Gibson,Northern,Arizona,3,1989,1991,33,https://www.profootballarchives.com/players/g/gibs02600.html
Frank Giddens,New,Mexico,2,1981,1982,25,https://www.profootballarchives.com/players/g/gidd00200.html
Wimpy Giddens,Louisiana,Tech,2,1938,1944,14,https://www.profootballarchives.com/players/g/gidd00400.html
Jon Giesler,Michigan,10,1979,1988,126,105,https://www.profootballarchives.com/players/g/gies00200.html
Bob Gifford,Denver,1,1942,1942,4,0,https://www.profootballarchives.com/players/g/giff00200.html
Frank Gifford,Bakersfield,CC;,Southern,California,12,1952,https://www.profootballarchives.com/players/g/giff00400.html
Luke Gifford,Nebraska,6,2019,2024,73,5,https://www.profootballarchives.com/players/g/giff00500.html
Wayne Gift,Purdue,1,1937,1937,10,1,https://www.profootballarchives.com/players/g/gift00200.html
Sam Giguere,Sherbrooke,1,2009,2009,1,0,https://www.profootballarchives.com/players/g/gigu00200.html
Wallace Gilberry,Alabama,10,2008,2016,124,23,https://www.profootballarchives.com/players/g/gilb00010.html
Daren Gilbert,Fullerton,State,4,1985,1988,42,https://www.profootballarchives.com/players/g/gilb00200.html
Freddie Gilbert,Georgia,4,1986,1989,37,8,https://www.profootballarchives.com/players/g/gilb00400.html
Gale Gilbert,California,6,1985,1995,58,4,https://www.profootballarchives.com/players/g/gilb00600.html
Garrett Gilbert,Texas;,Southern,Methodist,4,2018,2021,https://www.profootballarchives.com/players/g/gilb00700.html
Jarron Gilbert,San,Jose,State,2,2009,2010,https://www.profootballarchives.com/players/g/gilb01050.html
Justin Gilbert,Oklahoma,State,3,2014,2016,35,https://www.profootballarchives.com/players/g/gilb01300.html
Kline Gilbert,Mississippi,5,1953,1957,60,60,https://www.profootballarchives.com/players/g/gilb01400.html
Lewis Gilbert,Florida,4,1978,1981,19,0,https://www.profootballarchives.com/players/g/gilb01600.html
Marcus Gilbert,Florida,8,2011,2018,88,87,https://www.profootballarchives.com/players/g/gilb01630.html
Mark Gilbert,Duke,1,2021,2021,8,0,https://www.profootballarchives.com/players/g/gilb01635.html
Reggie Gilbert,Arizona,3,2017,2019,29,5,https://www.profootballarchives.com/players/g/gilb01675.html
Sean Gilbert,Pittsburgh,11,1992,2003,146,132,https://www.profootballarchives.com/players/g/gilb01700.html
Tony Gilbert,Georgia,5,2003,2009,68,0,https://www.profootballarchives.com/players/g/gilb01900.html
Ulysees Gilbert,Akron,4,2019,2022,31,0,https://www.profootballarchives.com/players/g/gilb01950.html
Wally Gilbert,Valparaiso,4,1923,1926,18,9,https://www.profootballarchives.com/players/g/gilb02000.html
Zyon Gilbert,Florida,Atlantic,1,2022,2022,3,https://www.profootballarchives.com/players/g/gilb02015.html
Tom Gilburg,Syracuse,5,1961,1965,69,8,https://www.profootballarchives.com/players/g/gilb02200.html
Cookie Gilchrist,none,6,1962,1967,65,63,https://www.profootballarchives.com/players/g/gilc00200.html
George Gilchrist,Tennessee,State,1,1953,1953,11,https://www.profootballarchives.com/players/g/gilc00400.html
Marcus Gilchrist,Clemson,10,2011,2020,128,98,https://www.profootballarchives.com/players/g/gilc00500.html
Denny Gildea,Holy,Cross,1,1926,1926,6,https://www.profootballarchives.com/players/g/gild00200.html
Johnny Gildea,St.,Bonaventure,4,1935,1938,44,https://www.profootballarchives.com/players/g/gild00400.html
Jason Gildon,Oklahoma,State,11,1994,2004,167,https://www.profootballarchives.com/players/g/gild00600.html
Jimmie Giles,Alcorn,State,15,1977,1989,188,https://www.profootballarchives.com/players/g/gile00400.html
Joe Giles-Harris,Duke,6,2019,2024,22,3,https://www.profootballarchives.com/players/g/gile01200.html
Garrett Gilkey,Chadron,State,2,2013,2014,22,https://www.profootballarchives.com/players/g/gilk00600.html
Cam Gill,Wagner,4,2020,2024,50,0,https://www.profootballarchives.com/players/g/gill00105.html
John Gill,Northwestern,1,2009,2009,2,0,https://www.profootballarchives.com/players/g/gill00160.html
Owen Gill,Iowa,3,1985,1987,32,1,https://www.profootballarchives.com/players/g/gill00400.html
Randy Gill,Mount,Hood,JC;,San,Jose,State,https://www.profootballarchives.com/players/g/gill00600.html
Roger Gill,Texas,Tech,2,1964,1965,25,https://www.profootballarchives.com/players/g/gill00800.html
Sloko Gill,Youngstown,State,1,1942,1942,11,https://www.profootballarchives.com/players/g/gill01000.html
Trenton Gill,North,Carolina,State,3,2022,2024,https://www.profootballarchives.com/players/g/gill01115.html
Jamie Gillan,Arkansas-Pine,Bluff,6,2019,2024,91,https://www.profootballarchives.com/players/g/gill01135.html
Cullen Gillaspia,Texas,A&M,4,2019,2022,47,https://www.profootballarchives.com/players/g/gill01300.html
John Gillen,Illinois,3,1981,1983,28,0,https://www.profootballarchives.com/players/g/gill01400.html
Fernandars Gillespie,William,Jewell,1,1984,1984,14,https://www.profootballarchives.com/players/g/gill02000.html
Tyree Gillespie,Missouri,2,2021,2022,11,0,https://www.profootballarchives.com/players/g/gill02260.html
Willie Gillespie,East,Mississippi,CC;,Tennessee-Chattanooga,2,1986,https://www.profootballarchives.com/players/g/gill02400.html
Fred Gillett,UCLA;,Los,Angeles,State,2,1962,https://www.profootballarchives.com/players/g/gill02600.html
Jim Gillette,Virginia,6,1940,1948,52,31,https://www.profootballarchives.com/players/g/gill02800.html
Walker Gillette,Richmond,7,1970,1976,91,51,https://www.profootballarchives.com/players/g/gill03000.html
Dondre Gilliam,Cheyney;,Millersville,2,2002,2003,7,https://www.profootballarchives.com/players/g/gill03080.html
Garry Gilliam,Penn,State,5,2014,2018,68,https://www.profootballarchives.com/players/g/gill03095.html
Joe Gilliam,Tennessee,State,4,1972,1975,20,https://www.profootballarchives.com/players/g/gill03100.html
John Gilliam,South,Carolina,State,12,1967,1977,https://www.profootballarchives.com/players/g/gill03200.html
Jon Gilliam,Texas,A&M-Commerce,7,1961,1967,76,https://www.profootballarchives.com/players/g/gill03400.html
Reggie Gilliam,Toledo,5,2020,2024,77,9,https://www.profootballarchives.com/players/g/gill03438.html
Cory Gilliard,Ball,State,1,1997,1997,1,https://www.profootballarchives.com/players/g/gill03500.html
Fred Gillies,Cornell,8,1920,1928,64,53,https://www.profootballarchives.com/players/g/gill03600.html
Blake Gillikin,Penn,State,4,2021,2024,60,https://www.profootballarchives.com/players/g/gill03690.html
Gale Gillingham,Minnesota,10,1966,1976,128,116,https://www.profootballarchives.com/players/g/gill03800.html
Don Gillis,Del,Mar,JC;,Rice,4,1958,https://www.profootballarchives.com/players/g/gill04000.html
Joe Gillis,Tufts;,Detroit,Mercy,1,1923,1923,https://www.profootballarchives.com/players/g/gill04200.html
Mike Gillislee,Florida,5,2013,2018,36,4,https://www.profootballarchives.com/players/g/gill04320.html
Crockett Gillmore,Colorado,State,3,2014,2016,32,https://www.profootballarchives.com/players/g/gill04500.html
Hank Gillo,Colgate,7,1920,1926,40,33,https://www.profootballarchives.com/players/g/gill04600.html
Horace Gillom,Ohio,State;,Nevada-Reno,10,1947,1956,https://www.profootballarchives.com/players/g/gill04800.html
Bob Gillson,Colgate,2,1930,1931,22,19,https://www.profootballarchives.com/players/g/gill05000.html
Willie Gillus,Norfolk,State,1,1987,1987,1,https://www.profootballarchives.com/players/g/gill05200.html
Alohi Gilman,Navy;,Notre,Dame,5,2020,2024,https://www.profootballarchives.com/players/g/gilm00010.html
Harry Gilmer,Alabama,8,1948,1956,76,19,https://www.profootballarchives.com/players/g/gilm00200.html
Bryan Gilmore,Midwestern,State,8,2000,2007,81,https://www.profootballarchives.com/players/g/gilm00360.html
Jim Gilmore,Villanova;,Ohio,State,2,1986,1987,https://www.profootballarchives.com/players/g/gilm00400.html
John Gilmore,Penn,State,10,2002,2011,145,https://www.profootballarchives.com/players/g/gilm00470.html
Stephon Gilmore,South,Carolina,13,2012,2024,180,https://www.profootballarchives.com/players/g/gilm00525.html
Steven Gilmore,Marshall,1,2023,2023,3,0,https://www.profootballarchives.com/players/g/gilm00526.html
David Gilreath,Wisconsin,1,2012,2012,3,0,https://www.profootballarchives.com/players/g/gilr00100.html
Dick Gilroy,none,1,1930,1930,1,0,https://www.profootballarchives.com/players/g/gilr00150.html
Johnny Gilroy,Georgetown,(DC),4,1920,1926,8,https://www.profootballarchives.com/players/g/gilr00200.html
Ralph Gilroy,Princeton,1,1926,1926,6,4,https://www.profootballarchives.com/players/g/gilr00400.html
Mardy Gilyard,Cincinnati,3,2010,2012,19,2,https://www.profootballarchives.com/players/g/gily00200.html
Hubie Ginn,Florida,A&M,10,1970,1978,90,https://www.profootballarchives.com/players/g/ginn00200.html
Ted Ginn,Ohio,State,14,2007,2020,193,https://www.profootballarchives.com/players/g/ginn00350.html
Tommie Ginn,Arkansas,2,1980,1981,27,5,https://www.profootballarchives.com/players/g/ginn00400.html
Jerry Ginney,Santa,Clara,1,1940,1940,1,https://www.profootballarchives.com/players/g/ginn00600.html
Matt Giordano,Fresno,CC;,California,9,2005,2013,https://www.profootballarchives.com/players/g/gior00050.html
Paul Gipson,Houston,4,1969,1973,33,2,https://www.profootballarchives.com/players/g/gips00200.html
Tashaun Gipson,Wyoming,13,2012,2024,182,165,https://www.profootballarchives.com/players/g/gips00380.html
Tom Gipson,Wharton,County,JC;,North,Texas,1,https://www.profootballarchives.com/players/g/gips00400.html
Trevis Gipson,Tulsa,5,2020,2024,52,18,https://www.profootballarchives.com/players/g/gips00450.html
Xavier Gipson,Stephen,F.,Austin,State,2,2023,https://www.profootballarchives.com/players/g/gips00800.html
Jug Girard,Wisconsin,10,1948,1957,115,41,https://www.profootballarchives.com/players/g/gira00200.html
Mike Gisler,Houston,7,1993,1999,105,7,https://www.profootballarchives.com/players/g/gisl00200.html
Andy Gissinger,Syracuse,3,1982,1984,41,20,https://www.profootballarchives.com/players/g/giss00200.html
Patsy Giugliano,none,1,1923,1923,1,0,https://www.profootballarchives.com/players/g/giug00200.html
Chris Givens,Wake,Forest,5,2012,2015,60,https://www.profootballarchives.com/players/g/give00010.html
David Givens,Notre,Dame,5,2002,2006,58,https://www.profootballarchives.com/players/g/give00020.html
Kevin Givens,Penn,State,6,2019,2024,66,https://www.profootballarchives.com/players/g/give00080.html
Reggie Givens,Penn,State,3,1998,2000,41,https://www.profootballarchives.com/players/g/give00200.html
Ernest Givins,Northeastern,Oklahoma,A&M,JC;,Louisville,10,https://www.profootballarchives.com/players/g/givi00200.html
Chris Gizzi,Air,Force,2,2000,2001,23,https://www.profootballarchives.com/players/g/gizz00200.html
Scotty Glacken,Duke,2,1966,1967,10,1,https://www.profootballarchives.com/players/g/glac00200.html
Chet Gladchuk,Boston,College,3,1941,1947,30,https://www.profootballarchives.com/players/g/glad00200.html
Mack Gladden,Missouri,1,1934,1934,3,3,https://www.profootballarchives.com/players/g/glad00400.html
Bob Gladieux,Notre,Dame,5,1969,1972,45,https://www.profootballarchives.com/players/g/glad00600.html
Charles Gladman,Pittsburgh,1,1987,1987,2,0,https://www.profootballarchives.com/players/g/glad00800.html
Jeff Gladney,Texas,Christian,1,2020,2020,16,https://www.profootballarchives.com/players/g/glad00950.html
Tony Gladney,Nevada-Las,Vegas,1,1987,1987,2,https://www.profootballarchives.com/players/g/glad01000.html
Joe Glamp,Louisiana,State,3,1947,1949,32,https://www.profootballarchives.com/players/g/glam00200.html
Chris Glaser,Virginia,2,2023,2024,8,0,https://www.profootballarchives.com/players/g/glas00080.html
Brian Glasgow,Northern,Illinois,1,1987,1987,3,https://www.profootballarchives.com/players/g/glas00200.html
Graham Glasgow,Michigan,9,2016,2024,132,122,https://www.profootballarchives.com/players/g/glas00250.html
Jordan Glasgow,Michigan,2,2020,2021,25,0,https://www.profootballarchives.com/players/g/glas00320.html
Nesby Glasgow,Washington,14,1979,1992,205,145,https://www.profootballarchives.com/players/g/glas00400.html
Ryan Glasgow,Michigan,4,2017,2020,26,3,https://www.profootballarchives.com/players/g/glas00430.html
Bill Glass,Baylor,11,1958,1968,143,131,https://www.profootballarchives.com/players/g/glas00600.html
Billy Glass,Baylor,1,1980,1980,15,0,https://www.profootballarchives.com/players/g/glas00800.html
Chip Glass,Florida,State,6,1969,1974,81,https://www.profootballarchives.com/players/g/glas01000.html
Glenn Glass,Tennessee,6,1962,1966,55,26,https://www.profootballarchives.com/players/g/glas01200.html
Leland Glass,Oregon,2,1972,1973,26,21,https://www.profootballarchives.com/players/g/glas01400.html
Bill Glassgow,Iowa,2,1930,1931,21,16,https://www.profootballarchives.com/players/g/glas01700.html
Tom Glassic,Virginia,8,1976,1983,105,92,https://www.profootballarchives.com/players/g/glas02000.html
Frank Glassman,Wilmington,1,1929,1929,8,5,https://www.profootballarchives.com/players/g/glas02200.html
Morris Glassman,none,2,1921,1922,15,12,https://www.profootballarchives.com/players/g/glas02400.html
Fred Glatz,Pittsburgh,1,1956,1956,3,0,https://www.profootballarchives.com/players/g/glat00200.html
Ka'Lial Glaud,Rutgers,1,2013,2013,7,0,https://www.profootballarchives.com/players/g/glau00200.html
