Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Ben Bordelon,Louisiana,State,1,1997,1997,16,https://www.profootballarchives.com/players/b/bord00100.html
Ken Bordelon,Louisiana,State,6,1976,1982,82,https://www.profootballarchives.com/players/b/bord00200.html
Les Borden,Fordham,1,1935,1935,1,0,https://www.profootballarchives.com/players/b/bord00400.html
Nate Borden,Indiana,8,1955,1962,92,68,https://www.profootballarchives.com/players/b/bord00600.html
Breon Borders,Duke,7,2018,2022,33,6,https://www.profootballarchives.com/players/b/bord00720.html
Nate Borders,Indiana,1,1987,1987,3,0,https://www.profootballarchives.com/players/b/bord00800.html
Nick Borelli,Muhlenberg,1,1930,1930,10,6,https://www.profootballarchives.com/players/b/bore00200.html
Jocelyn Borgella,Cincinnati,2,1994,1996,15,0,https://www.profootballarchives.com/players/b/borg00200.html
Dirk Borgognone,Tennessee;,Truckee,Meadows,JC;,Pacific,1,https://www.profootballarchives.com/players/b/borg00400.html
Chris Borland,Wisconsin,1,2014,2014,14,8,https://www.profootballarchives.com/players/b/borl00100.html
Kyle Borland,Wisconsin,1,1987,1987,2,2,https://www.profootballarchives.com/players/b/borl00200.html
Tuf Borland,Ohio,State,1,2021,2021,2,https://www.profootballarchives.com/players/b/borl00300.html
Larry Borom,Missouri,4,2021,2024,47,27,https://www.profootballarchives.com/players/b/boro00050.html
Rich Borresen,Nassau,CC;,Northwestern,1,1987,1987,https://www.profootballarchives.com/players/b/borr00200.html
Blake Bortles,Central,Florida,6,2014,2019,78,https://www.profootballarchives.com/players/b/bort00150.html
Tanor Bortolini,Wisconsin,1,2024,2024,13,5,https://www.profootballarchives.com/players/b/bort00180.html
Johnny Borton,Ohio,State,1,1957,1957,7,https://www.profootballarchives.com/players/b/bort00200.html
Mark Bortz,Iowa,12,1983,1994,171,155,https://www.profootballarchives.com/players/b/bort00400.html
Jarvis Borum,North,Carolina,State,1,2001,2001,https://www.profootballarchives.com/players/b/boru00400.html
Mike Boryla,Stanford,4,1974,1978,23,19,https://www.profootballarchives.com/players/b/bory00200.html
Joey Bosa,Ohio,State,9,2016,2024,107,https://www.profootballarchives.com/players/b/bosa00190.html
John Bosa,Boston,College,3,1987,1989,31,https://www.profootballarchives.com/players/b/bosa00200.html
Nick Bosa,Ohio,State,6,2019,2024,82,https://www.profootballarchives.com/players/b/bosa00300.html
Wade Bosarge,Tulsa,2,1977,1977,10,0,https://www.profootballarchives.com/players/b/bosa00400.html
Frank Bosch,Colorado,3,1968,1970,39,22,https://www.profootballarchives.com/players/b/bosc00200.html
Ryan Boschetti,San,Mateo,JC;,UCLA,5,2004,https://www.profootballarchives.com/players/b/bosc00430.html
John Bosdett,none,1,1920,1920,5,1,https://www.profootballarchives.com/players/b/bosd00200.html
Tony Boselli,Southern,California,7,1995,2001,91,https://www.profootballarchives.com/players/b/bose00200.html
Matt Bosher,Miami,(Florida),9,2011,2019,130,https://www.profootballarchives.com/players/b/bosh00400.html
Bruce Bosley,West,Virginia,14,1956,1969,175,https://www.profootballarchives.com/players/b/bosl00200.html
Keith Bosley,Eastern,Kentucky,1,1987,1987,3,https://www.profootballarchives.com/players/b/bosl00400.html
Cap Boso,Joliet,JC;,Illinois,6,1986,1991,https://www.profootballarchives.com/players/b/boso00200.html
Kevin Boss,Western,Oregon,6,2007,2012,74,https://www.profootballarchives.com/players/b/boss00050.html
Don Bosseler,Miami,(Florida),8,1957,1964,97,https://www.profootballarchives.com/players/b/boss00200.html
James Bostic,Auburn,2,1998,1999,11,0,https://www.profootballarchives.com/players/b/bost00100.html
Jason Bostic,Georgia,Tech,3,1999,2002,31,https://www.profootballarchives.com/players/b/bost00150.html
Jeff Bostic,Clemson,14,1980,1993,184,149,https://www.profootballarchives.com/players/b/bost00200.html
Joe Bostic,Clemson,10,1979,1988,132,115,https://www.profootballarchives.com/players/b/bost00400.html
John Bostic,Bethune-Cookman,3,1985,1987,29,1,https://www.profootballarchives.com/players/b/bost00600.html
Jon Bostic,Florida,9,2013,2022,121,86,https://www.profootballarchives.com/players/b/bost00700.html
Keith Bostic,Michigan,7,1983,1990,96,88,https://www.profootballarchives.com/players/b/bost00800.html
Brandon Bostick,Newberry,3,2013,2016,40,7,https://www.profootballarchives.com/players/b/bost00910.html
Lew Bostick,Alabama,1,1939,1939,8,2,https://www.profootballarchives.com/players/b/bost01000.html
David Boston,Ohio,State,6,1999,2005,75,https://www.profootballarchives.com/players/b/bost01300.html
McKinley Boston,Minnesota,2,1968,1969,27,5,https://www.profootballarchives.com/players/b/bost01400.html
Tre Boston,North,Carolina,7,2014,2020,104,https://www.profootballarchives.com/players/b/bost01600.html
Ben Boswell,Texas,Christian,2,1933,1934,11,https://www.profootballarchives.com/players/b/bosw00200.html
Chris Boswell,Rice,10,2015,2024,150,0,https://www.profootballarchives.com/players/b/bosw00210.html
Brian Bosworth,Oklahoma,3,1987,1989,24,24,https://www.profootballarchives.com/players/b/bosw00400.html
Kyle Bosworth,UCLA,3,2011,2013,39,5,https://www.profootballarchives.com/players/b/bosw00600.html
Ron Botchan,Occidental,2,1960,1961,28,12,https://www.profootballarchives.com/players/b/botc00200.html
Kirk Botkin,Arkansas,4,1994,1997,48,1,https://www.profootballarchives.com/players/b/botk00200.html
Scott Boucher,Blinn,JC;,Louisiana-Monroe,1,1987,1987,https://www.profootballarchives.com/players/b/bouc00200.html
Jim Boudreaux,Louisiana,Tech,3,1966,1968,12,https://www.profootballarchives.com/players/b/boud00200.html
Lee Bouggess,Louisville,3,1970,1973,32,19,https://www.profootballarchives.com/players/b/boug00200.html
Kevin Bouie,Garden,City,CC;,Mississippi,State,2,https://www.profootballarchives.com/players/b/boui00100.html
Tony Bouie,Arizona,4,1995,1998,57,4,https://www.profootballarchives.com/players/b/boui00200.html
Gil Bouley,Boston,College,6,1945,1950,68,https://www.profootballarchives.com/players/b/boul00200.html
Michael Boulware,Florida,State,4,2004,2007,64,https://www.profootballarchives.com/players/b/boul00370.html
Peter Boulware,Florida,State,8,1997,2005,126,https://www.profootballarchives.com/players/b/boul00400.html
Todd Bouman,South,Dakota,State;,St.,Cloud,State,https://www.profootballarchives.com/players/b/boum00200.html
Emil Boures,Pittsburgh,4,1982,1985,35,15,https://www.profootballarchives.com/players/b/bour00200.html
Kendrick Bourne,Eastern,Washington,8,2017,2024,111,https://www.profootballarchives.com/players/b/bour00820.html
Kayshon Boutte,Louisiana,State,2,2023,2024,20,https://www.profootballarchives.com/players/b/bout00190.html
Marc Boutte,Louisiana,State,8,1992,1999,102,https://www.profootballarchives.com/players/b/bout00200.html
Lo Boutwell,Carlisle,Indian,2,1922,1923,15,https://www.profootballarchives.com/players/b/bout00400.html
Tommy Boutwell,Mississippi,Gulf,Coast,CC;,Southern,Mississippi,https://www.profootballarchives.com/players/b/bout00600.html
Shawn Bouwens,Nebraska,Wesleyan,5,1991,1995,73,https://www.profootballarchives.com/players/b/bouw00200.html
A.J. Bouye,Central,Florida,9,2013,2021,108,https://www.profootballarchives.com/players/b/bouy00050.html
Willie Bouyer,Michigan,State,1,1989,1989,1,https://www.profootballarchives.com/players/b/bouy00200.html
Matt Bouza,California,9,1981,1989,94,60,https://www.profootballarchives.com/players/b/bouz00200.html
Tony Bova,St.,Francis,(Pennsylvania),6,1942,1947,https://www.profootballarchives.com/players/b/bova00200.html
Pete Bove,Holy,Cross,1,1930,1930,3,https://www.profootballarchives.com/players/b/bove00200.html
Luke Bowanko,Virginia,5,2014,2018,47,18,https://www.profootballarchives.com/players/b/bowa00200.html
Gordon Bowdell,Michigan,State,1,1971,1971,2,https://www.profootballarchives.com/players/b/bowd00200.html
Joe Bowden,Oklahoma,9,1992,2000,139,84,https://www.profootballarchives.com/players/b/bowd00300.html
Lynn Bowden,Kentucky,3,2020,2023,26,7,https://www.profootballarchives.com/players/b/bowd00310.html
Jim Bowdoin,Alabama,8,1928,1934,73,50,https://www.profootballarchives.com/players/b/bowd00400.html
Dwayne Bowe,Louisiana,State,9,2007,2015,125,https://www.profootballarchives.com/players/b/bowe00030.html
Alvin Bowen,Garden,City,CC;,Iowa,State,1,https://www.profootballarchives.com/players/b/bowe00040.html
Kenny Bowen,East,Tennessee,State,1,1987,1987,https://www.profootballarchives.com/players/b/bowe00200.html
Matt Bowen,Iowa,8,2000,2006,77,30,https://www.profootballarchives.com/players/b/bowe00350.html
Stephen Bowen,Hofstra,10,2006,2015,128,57,https://www.profootballarchives.com/players/b/bowe00370.html
David Bowens,Michigan;,Western,Illinois,12,1999,2010,https://www.profootballarchives.com/players/b/bowe00420.html
Tim Bowens,Itawamba,CC;,Mississippi,11,1994,2004,https://www.profootballarchives.com/players/b/bowe00500.html
Phil Bower,Middlebury;,Dartmouth,1,1921,1921,4,https://www.profootballarchives.com/players/b/bowe00600.html
Tashawn Bower,Louisiana,State,6,2017,2022,26,https://www.profootballarchives.com/players/b/bowe00660.html
Andy Bowers,Utah,1,2001,2001,1,1,https://www.profootballarchives.com/players/b/bowe00780.html
Bill Bowers,Southern,California,1,1954,1954,8,https://www.profootballarchives.com/players/b/bowe00800.html
Brock Bowers,Georgia,1,2024,2024,17,16,https://www.profootballarchives.com/players/b/bowe00807.html
Da'Quan Bowers,Clemson,5,2011,2015,53,10,https://www.profootballarchives.com/players/b/bowe00830.html
Nick Bowers,Penn,State,1,2021,2021,5,https://www.profootballarchives.com/players/b/bowe00970.html
R.J. Bowers,Grove,City,3,2001,2003,8,https://www.profootballarchives.com/players/b/bowe00980.html
Sam Bowers,Westchester,CC;,Tennessee,State;,Fordham,1,https://www.profootballarchives.com/players/b/bowe01000.html
Tony Bowick,Tennessee-Chattanooga,1,1989,1989,12,0,https://www.profootballarchives.com/players/b/bowi00200.html
John Bowie,Cincinnati,2,2007,2009,5,0,https://www.profootballarchives.com/players/b/bowi00330.html
Larry Bowie,Purdue,7,1962,1968,92,71,https://www.profootballarchives.com/players/b/bowi00400.html
Larry Bowie,Northeastern,Oklahoma,A&M,JC;,Georgia,4,https://www.profootballarchives.com/players/b/bowi00600.html
Michael Bowie,Navarro,JC;,Oklahoma,State;,Northeastern,State,https://www.profootballarchives.com/players/b/bowi00700.html
Todd Bowles,Temple,8,1986,1993,117,82,https://www.profootballarchives.com/players/b/bowl00200.html
Andy Bowling,Virginia,Tech,1,1967,1967,6,https://www.profootballarchives.com/players/b/bowl00400.html
Barry Bowman,Louisiana,Tech,1,1987,1987,1,https://www.profootballarchives.com/players/b/bowm00200.html
Bill Bowman,William,&,Mary,3,1954,1957,https://www.profootballarchives.com/players/b/bowm00400.html
Braedon Bowman,Scottsdale,CC;,South,Alabama,1,2016,https://www.profootballarchives.com/players/b/bowm00435.html
Jim Bowman,Central,Michigan,5,1985,1989,73,https://www.profootballarchives.com/players/b/bowm00800.html
Ken Bowman,Wisconsin,10,1964,1973,123,105,https://www.profootballarchives.com/players/b/bowm01000.html
Kevin Bowman,Sacramento,CC;,San,Jose,State,1,https://www.profootballarchives.com/players/b/bowm01200.html
NaVorro Bowman,Penn,State,8,2010,2017,99,https://www.profootballarchives.com/players/b/bowm01340.html
Steve Bowman,Alabama,1,1966,1966,4,0,https://www.profootballarchives.com/players/b/bowm01400.html
Zack Bowman,New,Mexico,Military,Institute,JC;,Nebraska,https://www.profootballarchives.com/players/b/bowm01600.html
Fabien Bownes,Western,Illinois,6,1995,2001,80,https://www.profootballarchives.com/players/b/bown00200.html
Arda Bowser,Bethany,(West,Virginia);,Bucknell,2,1922,https://www.profootballarchives.com/players/b/bows00200.html
Charles Bowser,Duke,4,1982,1985,42,33,https://www.profootballarchives.com/players/b/bows00400.html
Tyus Bowser,Houston,8,2017,2024,98,27,https://www.profootballarchives.com/players/b/bows00500.html
Walt Bowyer,Arizona,State,4,1983,1988,61,https://www.profootballarchives.com/players/b/bowy00200.html
Cloyce Box,West,Texas,A&M,5,1949,1954,https://www.profootballarchives.com/players/b/box000200.html
Jerry Boyarsky,Pittsburgh,10,1981,1989,98,31,https://www.profootballarchives.com/players/b/boya00200.html
Josh Boyce,Texas,Christian,2,2013,2014,10,https://www.profootballarchives.com/players/b/boyc00170.html
Bill Boyd,Westminster,(Missouri),2,1930,1931,15,https://www.profootballarchives.com/players/b/boyd00200.html
Bob Boyd,Compton,JC;,Loyola,Marymount,7,1950,https://www.profootballarchives.com/players/b/boyd00400.html
Bobby Boyd,Oklahoma,9,1960,1968,121,118,https://www.profootballarchives.com/players/b/boyd00600.html
Brent Boyd,UCLA,6,1980,1986,59,27,https://www.profootballarchives.com/players/b/boyd00800.html
Cory Boyd,South,Carolina,1,2008,2008,1,https://www.profootballarchives.com/players/b/boyd00900.html
Danny Boyd,Louisiana,State,1,2002,2002,4,https://www.profootballarchives.com/players/b/boyd00970.html
Dennis Boyd,Oregon,State,5,1977,1982,59,https://www.profootballarchives.com/players/b/boyd01200.html
Elmo Boyd,Eastern,Kentucky,2,1978,1978,11,https://www.profootballarchives.com/players/b/boyd01400.html
Greg Boyd,Arizona,2,1973,1974,6,0,https://www.profootballarchives.com/players/b/boyd01600.html
Greg Boyd,Fresno,CC;,San,Diego,State,8,https://www.profootballarchives.com/players/b/boyd01800.html
James Boyd,Penn,State,2,2001,2002,26,https://www.profootballarchives.com/players/b/boyd02030.html
Jerome Boyd,Santa,Monica,JC;,Oregon,State,1,https://www.profootballarchives.com/players/b/boyd02200.html
Jerome Boyd,Oregon,2,2009,2011,15,1,https://www.profootballarchives.com/players/b/boyd02210.html
Josh Boyd,Mississippi,State,3,2013,2015,26,https://www.profootballarchives.com/players/b/boyd02255.html
Khristian Boyd,Northern,Iowa,1,2024,2024,6,https://www.profootballarchives.com/players/b/boyd02256.html
Kris Boyd,Texas,7,2019,2024,82,6,https://www.profootballarchives.com/players/b/boyd02258.html
LaVell Boyd,Louisville,1,2000,2000,2,0,https://www.profootballarchives.com/players/b/boyd02270.html
Malik Boyd,Southern,University,1,1994,1994,16,https://www.profootballarchives.com/players/b/boyd02300.html
Sam Boyd,Baylor,2,1939,1940,14,4,https://www.profootballarchives.com/players/b/boyd02400.html
Sean Boyd,North,Carolina,1,1996,1996,2,https://www.profootballarchives.com/players/b/boyd02450.html
Stephen Boyd,Boston,College,7,1995,2001,86,https://www.profootballarchives.com/players/b/boyd02500.html
Thomas Boyd,Alabama,1,1987,1987,4,3,https://www.profootballarchives.com/players/b/boyd02600.html
Tommie Boyd,Toledo,2,1997,1998,25,1,https://www.profootballarchives.com/players/b/boyd02700.html
Tyler Boyd,Pittsburgh,9,2016,2024,136,85,https://www.profootballarchives.com/players/b/boyd02772.html
Mike Boyda,Washington,&,Lee,1,1949,1949,https://www.profootballarchives.com/players/b/boyd02800.html
Max Boydston,Oklahoma,7,1955,1962,81,53,https://www.profootballarchives.com/players/b/boyd03000.html
Ekow Boye-Doe,Kansas,State,1,2023,2023,6,https://www.profootballarchives.com/players/b/boye00020.html
Brant Boyer,Snow,JC;,Arizona,10,1994,2003,https://www.profootballarchives.com/players/b/boye00100.html
Mark Boyer,Southern,California,8,1985,1992,114,https://www.profootballarchives.com/players/b/boye00200.html
Verdi Boyer,UCLA,1,1936,1936,11,4,https://www.profootballarchives.com/players/b/boye00600.html
Lon Boyett,Northridge,State,1,1978,1978,3,https://www.profootballarchives.com/players/b/boye00800.html
Garland Boyette,Grambling,State,9,1962,1972,120,https://www.profootballarchives.com/players/b/boye01000.html
Brandon Boykin,Georgia,4,2012,2015,64,7,https://www.profootballarchives.com/players/b/boyk00100.html
Deral Boykin,Kansas;,Louisville,4,1993,1996,43,https://www.profootballarchives.com/players/b/boyk00200.html
Greg Boykin,Northwestern,2,1977,1978,30,8,https://www.profootballarchives.com/players/b/boyk00400.html
Jarrett Boykin,Virginia,Tech,3,2012,2014,39,https://www.profootballarchives.com/players/b/boyk00450.html
Lance Boykin,Old,Dominion;,Coastal,Carolina,1,2023,https://www.profootballarchives.com/players/b/boyk00480.html
McKinley Boykin,Mississippi,1,2007,2007,3,0,https://www.profootballarchives.com/players/b/boyk00500.html
Miles Boykin,Notre,Dame,5,2019,2023,73,https://www.profootballarchives.com/players/b/boyk00520.html
Trevone Boykin,Texas,Christian,1,2016,2016,5,https://www.profootballarchives.com/players/b/boyk00700.html
Brett Boyko,Nevada-Las,Vegas,1,2017,2017,1,https://www.profootballarchives.com/players/b/boyk01150.html
Jim Boylan,Los,Angeles,Pierce,JC;,Washington,State,https://www.profootballarchives.com/players/b/boyl00200.html
Jack Boyle,Columbia,1,1926,1926,1,1,https://www.profootballarchives.com/players/b/boyl00300.html
Jim Boyle,Tulane,2,1987,1988,9,3,https://www.profootballarchives.com/players/b/boyl00400.html
Knuckles Boyle,Albright,1,1934,1934,1,0,https://www.profootballarchives.com/players/b/boyl00500.html
Nick Boyle,Delaware,8,2015,2022,90,53,https://www.profootballarchives.com/players/b/boyl00550.html
Tim Boyle,Connecticut;,Eastern,Kentucky,7,2019,2024,https://www.profootballarchives.com/players/b/boyl00810.html
Benny Boynton,Williams,5,1921,1924,16,16,https://www.profootballarchives.com/players/b/boyn00200.html
George Boynton,Ranger,JC;,Texas,A&M-Commerce,1,1962,https://www.profootballarchives.com/players/b/boyn00400.html
John Boynton,Tennessee,1,1969,1969,14,2,https://www.profootballarchives.com/players/b/boyn00600.html
Bradley Bozeman,Alabama,7,2018,2024,113,94,https://www.profootballarchives.com/players/b/boze00380.html
Swayze Bozeman,Copiah-Lincoln,CC;,Southern,Mississippi,1,2024,https://www.profootballarchives.com/players/b/boze00800.html
Ordell Braase,South,Dakota,12,1957,1968,157,https://www.profootballarchives.com/players/b/braa00200.html
Tom Braatz,Marquette,5,1957,1960,38,15,https://www.profootballarchives.com/players/b/braa00400.html
Cary Brabham,Southern,Methodist,1,1994,1994,7,https://www.profootballarchives.com/players/b/brab00200.html
Danny Brabham,Arkansas,6,1963,1968,65,14,https://www.profootballarchives.com/players/b/brab00400.html
Bill Brace,Brown,3,1920,1922,27,24,https://www.profootballarchives.com/players/b/brac00200.html
Ron Brace,Boston,College,4,2009,2012,39,https://www.profootballarchives.com/players/b/brac00250.html
Greg Bracelin,California,5,1980,1984,68,29,https://www.profootballarchives.com/players/b/brac00400.html
Don Bracken,Michigan,8,1985,1993,99,0,https://www.profootballarchives.com/players/b/brac00800.html
Tyron Brackenridge,Chaffey,JC;,Washington,State,4,2007,https://www.profootballarchives.com/players/b/brac00850.html
Tony Brackens,Texas,8,1996,2003,107,75,https://www.profootballarchives.com/players/b/brac00900.html
Brett Brackett,Penn,State,2,2014,2014,8,https://www.profootballarchives.com/players/b/brac00930.html
Gary Brackett,Rutgers,9,2003,2011,116,86,https://www.profootballarchives.com/players/b/brac00960.html
M.L. Brackett,Auburn,3,1956,1958,32,5,https://www.profootballarchives.com/players/b/brac01000.html
Charlie Brackins,Prairie,View,A&M,1,1955,1955,https://www.profootballarchives.com/players/b/brac01200.html
James Bradberry,Arkansas,State;,Samford,8,2016,2023,https://www.profootballarchives.com/players/b/brad00105.html
Garrett Bradbury,North,Carolina,State,6,2019,2024,https://www.profootballarchives.com/players/b/brad00115.html
Beau Brade,Maryland,1,2024,2024,11,0,https://www.profootballarchives.com/players/b/brad00142.html
Ben Braden,Michigan,4,2018,2021,15,0,https://www.profootballarchives.com/players/b/brad00145.html
Dave Braden,Marquette,1,1945,1945,1,0,https://www.profootballarchives.com/players/b/brad00150.html
Cameron Bradfield,Grand,Valley,State,4,2011,2014,https://www.profootballarchives.com/players/b/brad00215.html
Allen Bradford,Southern,California,6,2011,2015,19,https://www.profootballarchives.com/players/b/brad00230.html
Anthony Bradford,Louisiana,State,2,2023,2024,25,https://www.profootballarchives.com/players/b/brad00237.html
Carl Bradford,Arizona,State,2,2016,2016,6,https://www.profootballarchives.com/players/b/brad00245.html
Corey Bradford,Hinds,CC;,Jackson,State,9,1998,https://www.profootballarchives.com/players/b/brad00250.html
Millard Bradford,Texas,Christian,1,2024,2024,2,https://www.profootballarchives.com/players/b/brad00315.html
Paul Bradford,San,Mateo,JC;,Portland,State,1,https://www.profootballarchives.com/players/b/brad00340.html
Ronnie Bradford,Colorado,10,1993,2002,133,98,https://www.profootballarchives.com/players/b/brad00360.html
Sam Bradford,Oklahoma,8,2010,2018,83,83,https://www.profootballarchives.com/players/b/brad00380.html
Byron Bradfute,Abilene,Christian;,Southern,Mississippi,2,1960,https://www.profootballarchives.com/players/b/brad00400.html
Nigel Bradham,Florida,State,9,2012,2020,116,https://www.profootballarchives.com/players/b/brad00440.html
Bam Bradley,Pittsburgh,1,2017,2017,2,0,https://www.profootballarchives.com/players/b/brad00460.html
Bill Bradley,Texas,9,1969,1977,114,80,https://www.profootballarchives.com/players/b/brad00600.html
Carlos Bradley,Wake,Forest,6,1981,1987,54,https://www.profootballarchives.com/players/b/brad00800.html
Chuck Bradley,Oregon,4,1975,1977,19,0,https://www.profootballarchives.com/players/b/brad01000.html
Chuck Bradley,Kentucky,1,1993,1993,1,0,https://www.profootballarchives.com/players/b/brad01100.html
Danny Bradley,Oklahoma,1,1987,1987,3,1,https://www.profootballarchives.com/players/b/brad01200.html
Dave Bradley,Penn,State,4,1969,1972,16,https://www.profootballarchives.com/players/b/brad01400.html
Ed Bradley,Wake,Forest,2,1950,1952,13,https://www.profootballarchives.com/players/b/brad01600.html
Ed Bradley,Wake,Forest,7,1972,1978,93,https://www.profootballarchives.com/players/b/brad01800.html
Freddie Bradley,Moorpark,JC;,Arkansas;,Sonoma,State,1,https://www.profootballarchives.com/players/b/brad01900.html
Hal Bradley,Iowa,1,1928,1928,2,1,https://www.profootballarchives.com/players/b/brad02400.html
Hal Bradley,Elon,3,1938,1939,11,2,https://www.profootballarchives.com/players/b/brad02600.html
Hal Bradley,Iowa,4,1954,1958,47,33,https://www.profootballarchives.com/players/b/brad02800.html
Henry Bradley,Alcorn,State,4,1979,1982,43,https://www.profootballarchives.com/players/b/brad03000.html
Hunter Bradley,Mississippi,State,5,2018,2022,58,https://www.profootballarchives.com/players/b/brad03031.html
Ja'Marcus Bradley,Louisiana-Lafayette,2,2020,2021,8,1,https://www.profootballarchives.com/players/b/brad03060.html
Jon Bradley,Arkansas,State,4,2004,2007,41,https://www.profootballarchives.com/players/b/brad03150.html
Luther Bradley,Notre,Dame,4,1978,1981,56,https://www.profootballarchives.com/players/b/brad03200.html
Mark Bradley,Arkansas-Pine,Bluff;,Oklahoma,6,2005,2009,https://www.profootballarchives.com/players/b/brad03390.html
Melvin Bradley,Arkansas,1,1999,1999,1,0,https://www.profootballarchives.com/players/b/brad03450.html
Shaun Bradley,Temple,3,2020,2022,45,1,https://www.profootballarchives.com/players/b/brad03690.html
Steve Bradley,Valparaiso;,Indiana,1,1987,1987,1,https://www.profootballarchives.com/players/b/brad03800.html
Stewart Bradley,Nebraska,5,2007,2012,76,30,https://www.profootballarchives.com/players/b/brad03850.html
William Bradley-King,Arkansas,State;,Baylor,2,2021,2022,https://www.profootballarchives.com/players/b/brad03880.html
Ahmad Bradshaw,Marshall,9,2007,2015,103,36,https://www.profootballarchives.com/players/b/brad03930.html
Charlie Bradshaw,Baylor,11,1958,1968,145,132,https://www.profootballarchives.com/players/b/brad04000.html
Craig Bradshaw,Louisiana,Tech;,Utah,State,1,1980,https://www.profootballarchives.com/players/b/brad04200.html
Jim Bradshaw,Nevada-Reno,2,1924,1926,11,7,https://www.profootballarchives.com/players/b/brad04400.html
Jim Bradshaw,Tennessee-Chattanooga,5,1963,1967,62,37,https://www.profootballarchives.com/players/b/brad04600.html
Morris Bradshaw,Ohio,State,9,1974,1982,112,https://www.profootballarchives.com/players/b/brad04800.html
Terry Bradshaw,Louisiana,Tech,14,1970,1983,168,https://www.profootballarchives.com/players/b/brad05000.html
Wes Bradshaw,Burleson,JC;,Trinity,(Texas);,Baylor,3,https://www.profootballarchives.com/players/b/brad05100.html
Darius Bradwell,Tulane,2,2020,2021,4,0,https://www.profootballarchives.com/players/b/brad05155.html
Donny Brady,Nassau,CC;,Wisconsin,4,1995,1998,https://www.profootballarchives.com/players/b/brad05300.html
Ed Brady,Illinois,12,1984,1995,188,0,https://www.profootballarchives.com/players/b/brad05400.html
Jeff Brady,Kentucky,10,1991,1999,115,53,https://www.profootballarchives.com/players/b/brad05500.html
Kerry Brady,Portland,CC;,Hawaii,3,1987,1989,https://www.profootballarchives.com/players/b/brad05600.html
Kyle Brady,Penn,State,13,1995,2007,197,https://www.profootballarchives.com/players/b/brad05700.html
Pat Brady,Nevada-Reno;,Bradley,3,1952,1954,36,https://www.profootballarchives.com/players/b/brad05800.html
Phil Brady,Brigham,Young,1,1969,1969,4,https://www.profootballarchives.com/players/b/brad06000.html
Rickey Brady,Oklahoma,1,1994,1994,1,0,https://www.profootballarchives.com/players/b/brad06200.html
Tom Brady,Michigan,23,2000,2022,335,333,https://www.profootballarchives.com/players/b/brad06400.html
Michael Bragg,Cerritos,JC;,Texas,A&M-Kingsville,1,2006,https://www.profootballarchives.com/players/b/brag00230.html
Mike Bragg,Richmond,13,1968,1980,188,0,https://www.profootballarchives.com/players/b/brag00250.html
Byron Braggs,Alabama,4,1981,1984,55,14,https://www.profootballarchives.com/players/b/brag00400.html
Stephen Braggs,Texas,7,1987,1993,83,18,https://www.profootballarchives.com/players/b/brag00600.html
Dennis Bragonier,Chabot,JC;,Stanford,1,1974,1974,https://www.profootballarchives.com/players/b/brag00800.html
Rich Braham,West,Virginia,12,1994,2006,146,https://www.profootballarchives.com/players/b/brah00100.html
Tom Brahaney,Oklahoma,9,1973,1981,134,53,https://www.profootballarchives.com/players/b/brah00200.html
Larry Brahm,Temple,1,1942,1942,11,0,https://www.profootballarchives.com/players/b/brah00400.html
Chuck Braidwood,Loyola,(Illinois);,Tennessee-Chattanooga,4,1930,1933,https://www.profootballarchives.com/players/b/brai00200.html
Jordan Brailford,Oklahoma,State,1,2020,2020,5,https://www.profootballarchives.com/players/b/brai00300.html
Art Braman,none,2,1922,1923,14,13,https://www.profootballarchives.com/players/b/bram00200.html
Bryan Braman,Idaho;,Long,Beach,CC;,West,Texas,https://www.profootballarchives.com/players/b/bram00250.html
Don Bramlett,Memphis;,Carson-Newman,1,1987,1987,3,https://www.profootballarchives.com/players/b/bram00600.html
John Bramlett,Memphis,7,1965,1971,86,73,https://www.profootballarchives.com/players/b/bram00800.html
Mark Brammer,Michigan,State,5,1980,1984,65,https://www.profootballarchives.com/players/b/bram01000.html
George Brancato,Santa,Ana,JC;,Louisiana,State,1,https://www.profootballarchives.com/players/b/bran00200.html
Alan Branch,Michigan,11,2007,2017,146,86,https://www.profootballarchives.com/players/b/bran00300.html
Andre Branch,Clemson,7,2012,2018,95,38,https://www.profootballarchives.com/players/b/bran00320.html
Brian Branch,Alabama,2,2023,2024,31,25,https://www.profootballarchives.com/players/b/bran00390.html
Bruce Branch,Penn,State,1,2002,2002,1,https://www.profootballarchives.com/players/b/bran00430.html
Calvin Branch,Iowa,State;,Colorado,State,5,1997,https://www.profootballarchives.com/players/b/bran00500.html
Cliff Branch,Wharton,County,JC;,Colorado,14,1972,https://www.profootballarchives.com/players/b/bran00600.html
Colin Branch,Stanford,3,2003,2006,48,19,https://www.profootballarchives.com/players/b/bran00630.html
Deion Branch,Jones,County,JC;,Louisville,12,2002,https://www.profootballarchives.com/players/b/bran00660.html
Jamaal Branch,Colgate,2,2006,2007,5,0,https://www.profootballarchives.com/players/b/bran00690.html
Mel Branch,Louisiana,State,9,1960,1968,126,https://www.profootballarchives.com/players/b/bran00800.html
Reggie Branch,West,Virginia,State;,East,Carolina,5,https://www.profootballarchives.com/players/b/bran01000.html
Tyvon Branch,Connecticut,10,2008,2017,106,82,https://www.profootballarchives.com/players/b/bran01030.html
Art Brandau,Tennessee,2,1945,1946,7,0,https://www.profootballarchives.com/players/b/bran01200.html
