Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Nathan Vasher,Texas,7,2004,2010,87,51,https://www.profootballarchives.com/players/v/vash00200.html
Vic Vasicek,Southern,California;,Texas,2,1949,1950,https://www.profootballarchives.com/players/v/vasi00200.html
Louis Vasquez,Texas,Tech,7,2009,2015,102,https://www.profootballarchives.com/players/v/vasq00550.html
Roy Vassau,St.,Thomas,(Minnesota),1,1923,1923,https://www.profootballarchives.com/players/v/vass00200.html
Arunas Vasys,Notre,Dame,3,1966,1968,22,https://www.profootballarchives.com/players/v/vasy00200.html
Randy Vataha,Golden,West,JC;,Stanford,7,1971,https://www.profootballarchives.com/players/v/vata00200.html
Charlie Vatterott,Texas,State,1,1987,1987,1,https://www.profootballarchives.com/players/v/vatt00200.html
Bob Vaughan,Mississippi,1,1968,1968,1,0,https://www.profootballarchives.com/players/v/vaug00150.html
Harp Vaughan,Indiana,(Pennsylvania),2,1933,1934,19,https://www.profootballarchives.com/players/v/vaug00300.html
Josh Vaughan,Richmond,3,2010,2013,16,0,https://www.profootballarchives.com/players/v/vaug00330.html
Pug Vaughan,Tennessee,2,1935,1936,19,2,https://www.profootballarchives.com/players/v/vaug00400.html
Ruben Vaughan,Colorado,3,1979,1984,27,1,https://www.profootballarchives.com/players/v/vaug00500.html
Bill Vaughn,Southern,Methodist,1,1926,1926,9,https://www.profootballarchives.com/players/v/vaug00600.html
Cassius Vaughn,Mississippi,7,2010,2015,69,23,https://www.profootballarchives.com/players/v/vaug00850.html
Chip Vaughn,Wake,Forest,1,2010,2010,3,https://www.profootballarchives.com/players/v/vaug00900.html
Clarence Vaughn,Northern,Illinois;,Kishwaukee,JC;,Northern,Illinois,https://www.profootballarchives.com/players/v/vaug01000.html
Darrick Vaughn,Texas,State,3,2000,2003,48,https://www.profootballarchives.com/players/v/vaug01120.html
Deuce Vaughn,Kansas,State,2,2023,2024,14,https://www.profootballarchives.com/players/v/vaug01172.html
Jon Vaughn,Michigan,5,1991,1994,61,9,https://www.profootballarchives.com/players/v/vaug01240.html
Ke'Shawn Vaughn,Illinois;,Vanderbilt,5,2020,2024,46,https://www.profootballarchives.com/players/v/vaug01275.html
Khaleed Vaughn,Clemson,1,2004,2004,3,0,https://www.profootballarchives.com/players/v/vaug01280.html
Tommy Vaughn,Iowa,State,7,1965,1971,88,https://www.profootballarchives.com/players/v/vaug01450.html
Teddy Vaught,Texas,Christian,1,1955,1955,2,https://www.profootballarchives.com/players/v/vaug01600.html
James Vaughters,Stanford,3,2019,2021,27,0,https://www.profootballarchives.com/players/v/vaug01800.html
Vita Vea,Washington,7,2018,2024,95,90,https://www.profootballarchives.com/players/v/vea000200.html
Demetrin Veal,Cerritos,JC;,Tennessee,4,2003,2007,https://www.profootballarchives.com/players/v/veal00050.html
Elton Veals,Merritt,JC;,Tulane,1,1984,1984,https://www.profootballarchives.com/players/v/veal00200.html
Craig Veasey,Houston,7,1990,1995,69,5,https://www.profootballarchives.com/players/v/veas00200.html
Jordan Veasy,Faulkner;,Itawamba,CC;,Golden,West,JC;,https://www.profootballarchives.com/players/v/veas00600.html
Norton Vedder,Chicago,1,1927,1927,2,0,https://www.profootballarchives.com/players/v/vedd00200.html
Kaare Vedvik,Marshall,1,2019,2019,1,0,https://www.profootballarchives.com/players/v/vedv00200.html
Jason Vega,Northeastern,1,2013,2013,2,0,https://www.profootballarchives.com/players/v/vega00570.html
David Veikune,Colorado;,Fresno,CC;,Hawaii,2,2009,https://www.profootballarchives.com/players/v/veik00200.html
Alan Veingrad,Texas,A&M-Commerce,6,1986,1992,86,https://www.profootballarchives.com/players/v/vein00200.html
Tony Veland,Nebraska,2,1997,1998,27,5,https://www.profootballarchives.com/players/v/vela00400.html
Fernando Velasco,Georgia,7,2009,2015,83,38,https://www.profootballarchives.com/players/v/vela00800.html
Jared Veldheer,Hillsdale,11,2010,2020,121,114,https://www.profootballarchives.com/players/v/veld00100.html
Matt Veldman,North,Dakota,State,1,2013,2013,https://www.profootballarchives.com/players/v/veld00600.html
Devaughn Vele,Utah,1,2024,2024,13,7,https://www.profootballarchives.com/players/v/vele00100.html
John Vella,Southern,California,8,1972,1980,92,https://www.profootballarchives.com/players/v/vell00400.html
Joe Vellano,Maryland,3,2013,2017,25,9,https://www.profootballarchives.com/players/v/vell00550.html
Jim Vellone,Cerritos,JC;,Southern,California,5,1966,https://www.profootballarchives.com/players/v/vell00800.html
Justin Veltung,Idaho,1,2013,2013,3,0,https://www.profootballarchives.com/players/v/velt00400.html
Winston Venable,Glendale,CC;,Boise,State,1,2011,https://www.profootballarchives.com/players/v/vena00200.html
Ray Ventrone,Villanova,8,2007,2014,97,0,https://www.profootballarchives.com/players/v/vent00110.html
Ross Ventrone,Pittsburgh;,Villanova,3,2011,2015,23,https://www.profootballarchives.com/players/v/vent00120.html
Fred Venturelli,none,1,1948,1948,1,0,https://www.profootballarchives.com/players/v/vent00200.html
Sam Venuto,Guilford,1,1952,1952,2,0,https://www.profootballarchives.com/players/v/venu00400.html
Alijah Vera-Tucker,Southern,California,4,2021,2024,43,https://www.profootballarchives.com/players/v/vera00400.html
Ross Verba,Iowa,8,1997,2006,113,107,https://www.profootballarchives.com/players/v/verb00100.html
Clarence Verdin,Louisiana-Lafayette,9,1986,1994,118,25,https://www.profootballarchives.com/players/v/verd00200.html
Jimmy Verdon,Arizona,State,1,2005,2005,4,https://www.profootballarchives.com/players/v/verd00300.html
Ed Vereb,Maryland,1,1960,1960,9,4,https://www.profootballarchives.com/players/v/vere00200.html
Brock Vereen,Minnesota,2,2014,2015,19,4,https://www.profootballarchives.com/players/v/vere00350.html
Carl Vereen,Georgia,Tech,1,1957,1957,12,https://www.profootballarchives.com/players/v/vere00400.html
Shane Vereen,California,7,2011,2017,79,9,https://www.profootballarchives.com/players/v/vere00550.html
George Vergara,Fordham;,Notre,Dame,1,1925,1925,https://www.profootballarchives.com/players/v/verg00200.html
Chris Verhulst,Chico,State,3,1988,1990,28,https://www.profootballarchives.com/players/v/verh00200.html
Garin Veris,Stanford,7,1985,1992,88,46,https://www.profootballarchives.com/players/v/veri00200.html
Alterraun Verner,UCLA,8,2010,2017,125,72,https://www.profootballarchives.com/players/v/vern00500.html
Olivier Vernon,Miami,(Florida),9,2012,2020,127,https://www.profootballarchives.com/players/v/vern01700.html
Jason Verrett,Santa,Rosa,JC;,Texas,Christian,8,https://www.profootballarchives.com/players/v/verr00050.html
Norm Verry,Southern,California,2,1946,1947,11,https://www.profootballarchives.com/players/v/verr00200.html
Jared Verse,Albany;,Florida,State,1,2024,2024,https://www.profootballarchives.com/players/v/vers00120.html
David Verser,Kansas,6,1981,1987,52,1,https://www.profootballarchives.com/players/v/vers00200.html
Mike Verstegen,Wisconsin,2,1996,1997,22,12,https://www.profootballarchives.com/players/v/vers00400.html
Brian Vertefeuille,Idaho,State,1,1974,1974,14,https://www.profootballarchives.com/players/v/vert00200.html
Billy Vessels,Oklahoma,1,1956,1956,12,8,https://www.profootballarchives.com/players/v/vess00200.html
John Vesser,Idaho,4,1926,1931,27,17,https://www.profootballarchives.com/players/v/vess00400.html
Joe Vetrano,Southern,Mississippi,4,1946,1949,54,https://www.profootballarchives.com/players/v/vetr00200.html
Jack Vetter,McPherson,1,1942,1942,5,0,https://www.profootballarchives.com/players/v/vett00200.html
Roy Vexall,none,1,1924,1924,2,1,https://www.profootballarchives.com/players/v/vexa00200.html
Walt Vezmar,Michigan,State,2,1946,1947,13,https://www.profootballarchives.com/players/v/vezm00200.html
David Viaene,Wisconsin-Superior;,Minnesota-Duluth,3,1989,1992,21,https://www.profootballarchives.com/players/v/viae00200.html
Dick Vick,Washington,&,Jefferson,4,1924,1926,https://www.profootballarchives.com/players/v/vick00200.html
Ernie Vick,Michigan,4,1925,1928,26,17,https://www.profootballarchives.com/players/v/vick00400.html
Marcus Vick,Virginia,Tech,1,2006,2006,1,https://www.profootballarchives.com/players/v/vick00470.html
Michael Vick,Virginia,Tech,13,2001,2015,143,https://www.profootballarchives.com/players/v/vick00500.html
Roger Vick,Texas,A&M,4,1987,1990,58,https://www.profootballarchives.com/players/v/vick00600.html
Kendal Vickers,Tennessee,5,2020,2024,27,2,https://www.profootballarchives.com/players/v/vick00790.html
Kipp Vickers,Miami,(Florida),7,1995,2002,72,https://www.profootballarchives.com/players/v/vick00800.html
Lawrence Vickers,Colorado,7,2006,2012,106,43,https://www.profootballarchives.com/players/v/vick00850.html
Lee Vickers,Calhoun,JC;,North,Alabama,1,2007,https://www.profootballarchives.com/players/v/vick00870.html
Kevin Vickerson,Michigan,State,8,2007,2014,86,https://www.profootballarchives.com/players/v/vick01100.html
Binjimen Victor,Ohio,State,1,2022,2022,1,https://www.profootballarchives.com/players/v/vict00060.html
Josh Victorian,Louisiana,Tech,2,2012,2013,12,https://www.profootballarchives.com/players/v/vict00200.html
Gene Vidal,Nebraska;,South,Dakota;,Army,1,1921,https://www.profootballarchives.com/players/v/vida00200.html
Kimani Vidal,Troy,1,2024,2024,10,0,https://www.profootballarchives.com/players/v/vida00430.html
Vic Vidoni,Duquesne,2,1935,1936,13,10,https://www.profootballarchives.com/players/v/vido00200.html
Nick Vigil,Utah,State,9,2016,2024,114,https://www.profootballarchives.com/players/v/vigi00100.html
Zach Vigil,Utah,State,5,2015,2018,46,https://www.profootballarchives.com/players/v/vigi00200.html
Tommy Vigorito,Virginia,4,1981,1985,35,2,https://www.profootballarchives.com/players/v/vigo00200.html
Luiji Vilain,Michigan;,Wake,Forest,3,2022,2023,https://www.profootballarchives.com/players/v/vila00400.html
Kindle Vildor,Georgia,Southern,6,2020,2024,68,https://www.profootballarchives.com/players/v/vild00200.html
Danny Villa,Arizona,State,12,1987,1998,157,https://www.profootballarchives.com/players/v/vill00200.html
Vince Villanucci,Bowling,Green,State,1,1987,1987,https://www.profootballarchives.com/players/v/vill00600.html
Alejandro Villanueva,Army,7,2015,2021,113,107,https://www.profootballarchives.com/players/v/vill00700.html
Danny Villanueva,Reedley,JC;,New,Mexico,State,8,https://www.profootballarchives.com/players/v/vill00800.html
Phil Villapiano,Bowling,Green,State,13,1971,1983,https://www.profootballarchives.com/players/v/vill01200.html
Chris Villarrial,Indiana,(Pennsylvania),11,1996,2006,155,https://www.profootballarchives.com/players/v/vill01400.html
Jonathan Vilma,Miami,(Florida),10,2004,2013,125,https://www.profootballarchives.com/players/v/vilm00200.html
Theo Viltz,Southern,California,1,1966,1966,14,https://www.profootballarchives.com/players/v/vilt00200.html
Adam Vinatieri,South,Dakota,State,24,1996,2019,https://www.profootballarchives.com/players/v/vina00200.html
Ralph Vince,Washington,&,Jefferson,3,1923,1926,https://www.profootballarchives.com/players/v/vinc00100.html
Kary Vincent,Louisiana,State,1,2021,2021,2,https://www.profootballarchives.com/players/v/vinc00321.html
Keydrick Vincent,Mississippi,10,2001,2010,102,84,https://www.profootballarchives.com/players/v/vinc00330.html
Shawn Vincent,Akron,1,1991,1991,10,1,https://www.profootballarchives.com/players/v/vinc00400.html
Ted Vincent,Wichita,State,3,1978,1980,44,https://www.profootballarchives.com/players/v/vinc00600.html
Troy Vincent,Wisconsin,16,1992,2006,207,200,https://www.profootballarchives.com/players/v/vinc00800.html
Scottie Vines,Eastern,Utah,JC;,Wyoming,2,2004,https://www.profootballarchives.com/players/v/vine00090.html
Darius Vinnett,West,Hills,CC;,Arkansas,1,2007,https://www.profootballarchives.com/players/v/vinn00100.html
Paul Vinnola,Santa,Clara,1,1946,1946,14,https://www.profootballarchives.com/players/v/vinn00200.html
Fernandus Vinson,North,Carolina,State,4,1991,1994,https://www.profootballarchives.com/players/v/vins00200.html
Fred Vinson,Vanderbilt,1,1999,1999,16,1,https://www.profootballarchives.com/players/v/vins00300.html
Tony Vinson,Purdue;,Towson,2,1997,1999,16,https://www.profootballarchives.com/players/v/vins01000.html
Kenny Vinyard,Texas,Tech,1,1970,1970,14,https://www.profootballarchives.com/players/v/viny00200.html
Leo Virant,Dayton,1,1926,1926,1,0,https://www.profootballarchives.com/players/v/vira00200.html
Jalen Virgil,Appalachian,State,2,2022,2024,16,https://www.profootballarchives.com/players/v/virg00080.html
Lawrence Virgil,Valdosta,State,1,2014,2014,1,https://www.profootballarchives.com/players/v/virg00100.html
Dee Virgin,Tennessee-Chattanooga;,West,Alabama,4,2018,2021,https://www.profootballarchives.com/players/v/virg00400.html
Scott Virkus,Purdue;,San,Francisco,CC,5,1983,https://www.profootballarchives.com/players/v/virk00200.html
George Visger,Colorado,1,1980,1980,3,0,https://www.profootballarchives.com/players/v/visg00200.html
Larry Visnic,Belmont,Abbey,JC;,St.,Benedict's,3,https://www.profootballarchives.com/players/v/visn00200.html
Lionel Vital,Nicholls,State,1,1987,1987,3,https://www.profootballarchives.com/players/v/vita00200.html
Danny Vitale,Northwestern,4,2016,2019,44,13,https://www.profootballarchives.com/players/v/vita00250.html
Sandro Vitiello,Nassau,CC;,Massachusetts,1,1980,1980,https://www.profootballarchives.com/players/v/viti00200.html
Tristan Vizcaino,Washington,4,2020,2022,9,0,https://www.profootballarchives.com/players/v/vizc00200.html
Mark Vlasic,Iowa,4,1987,1991,15,4,https://www.profootballarchives.com/players/v/vlas00200.html
David Vobora,Idaho,4,2008,2011,40,16,https://www.profootballarchives.com/players/v/vobo00200.html
Joe Vodicka,none,3,1943,1945,10,3,https://www.profootballarchives.com/players/v/vodi00200.html
Evan Vogds,Wisconsin,4,1946,1949,51,35,https://www.profootballarchives.com/players/v/vogd00200.html
Bob Vogel,Ohio,State,10,1963,1972,139,https://www.profootballarchives.com/players/v/voge00200.html
Justin Vogel,Florida;,Miami,(Florida),1,2017,2017,https://www.profootballarchives.com/players/v/voge00300.html
Paul Vogel,South,Carolina,1,1987,1987,1,https://www.profootballarchives.com/players/v/voge00400.html
Carroll Vogelaar,Loyola,Marymount;,San,Francisco,3,1947,https://www.profootballarchives.com/players/v/voge00600.html
Tim Vogler,Ohio,State,10,1979,1988,117,https://www.profootballarchives.com/players/v/vogl00200.html
Bob Voight,Mount,San,Antonio,JC;,Los,Angeles,https://www.profootballarchives.com/players/v/voig00200.html
Mike Voight,North,Carolina,1,1977,1977,14,https://www.profootballarchives.com/players/v/voig00400.html
Walter Voight,none,3,1920,1921,10,3,https://www.profootballarchives.com/players/v/voig00800.html
Stu Voigt,Wisconsin,11,1970,1980,131,80,https://www.profootballarchives.com/players/v/voig01000.html
Otto Vokaty,Heidelberg,4,1931,1934,19,5,https://www.profootballarchives.com/players/v/voka00200.html
Travis Vokolek,Rutgers;,Nebraska,2,2023,2024,4,https://www.profootballarchives.com/players/v/voko00200.html
Billy Volek,Fresno,State,9,2001,2011,39,https://www.profootballarchives.com/players/v/vole00200.html
Elmer Volgenau,Colgate,1,1924,1924,1,1,https://www.profootballarchives.com/players/v/volg00200.html
Rick Volk,Michigan,12,1967,1978,150,136,https://www.profootballarchives.com/players/v/volk00200.html
Jim Vollenweider,Miami,(Florida),2,1962,1963,27,https://www.profootballarchives.com/players/v/voll00200.html
Kurt Vollers,Notre,Dame,4,2002,2005,30,https://www.profootballarchives.com/players/v/voll00250.html
Sebastian Vollmer,Houston,7,2009,2015,88,80,https://www.profootballarchives.com/players/v/voll00800.html
Bill Volok,Tulsa,6,1934,1939,57,17,https://www.profootballarchives.com/players/v/volo00200.html
Cordell Volson,North,Dakota,State,3,2022,2024,https://www.profootballarchives.com/players/v/vols00100.html
Walter Voltz,1,1921,1921,4,3,0,https://www.profootballarchives.com/players/v/volt00200.html
Pete Volz,Northwestern,1,1920,1920,1,1,https://www.profootballarchives.com/players/v/volz00200.html
Wilbur Volz,Missouri,1,1949,1949,9,0,https://www.profootballarchives.com/players/v/volz00400.html
Scott Von,Der,Ahe,Saddleback,JC;,Iowa;,Arizona,https://www.profootballarchives.com/players/v/vond00200.html
Kimo Von,Oelhoffen,Hawaii;,Walla,Walla,CC;,Boise,https://www.profootballarchives.com/players/v/vono00200.html
Uwe von,Schamann,Oklahoma,6,1979,1984,89,https://www.profootballarchives.com/players/v/vons00200.html
Andy Von,Sonn,UCLA,1,1964,1964,14,https://www.profootballarchives.com/players/v/vons00400.html
Andrew Vorhees,Southern,California,1,2024,2024,15,https://www.profootballarchives.com/players/v/vorh00200.html
Don Vosberg,Marquette,1,1941,1941,7,0,https://www.profootballarchives.com/players/v/vosb00200.html
Lloyd Voss,Nebraska,9,1964,1972,123,84,https://www.profootballarchives.com/players/v/voss00200.html
Tillie Voss,Detroit,Mercy,12,1921,1929,94,https://www.profootballarchives.com/players/v/voss00400.html
Ed Voytek,Purdue,2,1957,1958,24,1,https://www.profootballarchives.com/players/v/voyt00200.html
Mike Vrabel,Ohio,State,14,1997,2010,206,https://www.profootballarchives.com/players/v/vrab00200.html
Tyler Vrabel,Boston,College,1,2023,2023,3,https://www.profootballarchives.com/players/v/vrab00250.html
Milt Vucinich,Stanford,1,1945,1945,3,0,https://www.profootballarchives.com/players/v/vuci00200.html
Jeremy Vujnovich,Louisiana,College,3,2016,2018,23,https://www.profootballarchives.com/players/v/vujn00200.html
