Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 20, 1964",,@,Boston Patriots,L 14-24,L -2.5,,Buffalo Bills,,
Sun,"Dec 20, 1964",,@,Houston Oilers,W 34-15,N/A,,Denver Broncos,,
Sun,"Dec 20, 1964",,@,Kansas City Chiefs,W 24-7,N/A,,New York Jets,,
Sun,"Dec 20, 1964",,,San Diego Chargers,L 20-21,L -4,@,Oakland Raiders,,
