Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Nov 20, 1964",,@,Boston Patriots,W 12-7,L -13.5,,Denver Broncos,,
Sun,"Nov 22, 1964",,,Kansas City Chiefs,W 28-19,W -1.5,@,Houston Oilers,,
Sun,"Nov 22, 1964",,@,Oakland Raiders,W 35-26,W -3,,New York Jets,,
