Sun,"Nov 15, 1964",,@,Buffalo Bills,L 28-36,L -8,,Boston Patriots,,
Sun,"Nov 15, 1964",,,New York Jets,L 16-20,L -7,@,Denver Broncos,,
Sun,"Nov 15, 1964",,@,Kansas City Chiefs,L 14-28,L PK,,San Diego Chargers,,
Sun,"Nov 15, 1964",,@,Oakland Raiders,W 20-10,W PK,,Houston Oilers,,
