Sat,"Oct 31, 1964",,,Boston Patriots,L 14-35,L -3,@,New York Jets,,
Sun,"Nov 1, 1964",,@,Buffalo Bills,W 24-10,W -9,,Houston Oilers,,
Sun,"Nov 1, 1964",,@,Kansas City Chiefs,W 49-39,L -14,,Denver Broncos,,
Sun,"Nov 1, 1964",,@,San Diego Chargers,W 31-17,W -8,,Oakland Raiders,,
