Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
AFL Championship,Sat,"Dec 26, 1964",,@,Buffalo Bills,W 20-7,W -5,,San Diego Chargers,
NFL Championship,Sun,"Dec 27, 1964",,,Baltimore Colts,L 0-27,L -7,@,Cleveland Browns,
