Sat,"Sep 26, 1964",,@,Buffalo Bills,W 30-3,W PK,,San Diego Chargers,,
Sun,"Sep 27, 1964",,@,Boston Patriots,W 26-10,W -6,,New York Jets,,
Sun,"Sep 27, 1964",,,Houston Oilers,W 38-17,W -6,@,Denver Broncos,,
Sun,"Sep 27, 1964",,,Kansas City Chiefs,W 21-9,W -1.5,@,Oakland Raiders,,
