Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 4 2009,1:00,,New York Giants,W 27-16,W -9.5,@,Kansas City Chiefs,P 43,
Sun,Oct 4 2009,1:00,@,Washington Redskins,W 16-13,L -9,,Tampa Bay Buccaneers,U 35.5,
Sun,Oct 4 2009,1:02,@,Chicago Bears,W 48-24,W -9.5,,Detroit Lions,O 43,
Sun,Oct 4 2009,1:02,@,Houston Texans,W 29-6,W -8,,Oakland Raiders,U 43,
Sun,Oct 4 2009,1:02,@,New England Patriots,W 27-21,W -2,,Baltimore Ravens,O 45,
Sun,Oct 4 2009,1:03,,Cincinnati Bengals,W 23-20 (OT),L -6.5,@,Cleveland Browns,O 37.5,
Sun,Oct 4 2009,1:03,@,Indianapolis Colts,W 34-17,W -10.5,,Seattle Seahawks,O 43.5,
Sun,Oct 4 2009,1:05,,Tennessee Titans,L 17-37,L -3.5,@,Jacksonville Jaguars,O 42,
Sun,Oct 4 2009,4:05,@,Miami Dolphins,W 38-10,W -1.5,,Buffalo Bills,O 37.5,
Sun,Oct 4 2009,4:05,@,New Orleans Saints,W 24-10,W -7.5,,New York Jets,U 47,
Sun,Oct 4 2009,4:15,,Dallas Cowboys,L 10-17,L -3,@,Denver Broncos,U 44,
Sun,Oct 4 2009,4:15,@,San Francisco 49ers,W 35-0,W -9.5,,St Louis Rams,U 36.5,
Sun,Oct 4 2009,8:30,@,Pittsburgh Steelers,W 38-28,W -5.5,,San Diego Chargers,O 43.5,
Mon,Oct 5 2009,8:40,@,Minnesota Vikings,W 30-23,W -5,,Green Bay Packers,O 46.5,
