Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Dec 10, 2009",8:21,,Pittsburgh Steelers,L 6-13,L -10,@,Cleveland Browns,U 34.5,
Sun,"Dec 13, 2009",1:00,,Buffalo Bills,W 16-10,W -2.5,@,Kansas City Chiefs,U 38,
Sun,"Dec 13, 2009",1:00,,New York Jets,W 26-3,W -3.5,@,Tampa Bay Buccaneers,U 36.5,
Sun,"Dec 13, 2009",1:02,,New Orleans Saints,W 26-23,L -10,@,Atlanta Falcons,U 50,
Sun,"Dec 13, 2009",1:02,@,Baltimore Ravens,W 48-3,W -14,,Detroit Lions,O 40.5,
Sun,"Dec 13, 2009",1:02,,Green Bay Packers,W 21-14,W -4,@,Chicago Bears,U 42,
Sun,"Dec 13, 2009",1:02,@,Houston Texans,W 34-7,W -7,,Seattle Seahawks,U 45,
Sun,"Dec 13, 2009",1:02,@,Indianapolis Colts,W 28-16,W -6.5,,Denver Broncos,O 43.5,
Sun,"Dec 13, 2009",1:02,@,New England Patriots,W 20-10,L -12.5,,Carolina Panthers,U 43.5,
Sun,"Dec 13, 2009",1:03,@,Jacksonville Jaguars,L 10-14,L -2,,Miami Dolphins,U 43,
Sun,"Dec 13, 2009",1:05,@,Minnesota Vikings,W 30-10,W -6,,Cincinnati Bengals,U 42.5,
Sun,"Dec 13, 2009",4:05,,Washington Commanders,W 34-13,W -2.5,@,Oakland Raiders,O 37.5,
Sun,"Dec 13, 2009",4:05,@,Tennessee Titans,W 47-7,W -14,,St Louis Rams,O 40,
Sun,"Dec 13, 2009",4:15,@,Dallas Cowboys,L 17-20,L -3.5,,San Diego Chargers,U 48.5,
Sun,"Dec 13, 2009",8:30,,Philadelphia Eagles,W 45-38,W -1,@,New York Giants,O 42.5,
Mon,"Dec 14, 2009",8:40,,Arizona Cardinals,L 9-24,L -4,@,San Francisco 49ers,U 45,
