Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Oct 11, 2009",1:00,,Dallas Cowboys,W 26-20 (OT),L -7,@,Kansas City Chiefs,O 43.5,
Sun,"Oct 11, 2009",1:00,,Minnesota Vikings,W 38-10,W -10.5,@,St Louis Rams,O 41,
Sun,"Oct 11, 2009",1:01,@,Buffalo Bills,L 3-6,L -5.5,,Cleveland Browns,U 42,
Sun,"Oct 11, 2009",1:02,@,Baltimore Ravens,L 14-17,L -9,,Cincinnati Bengals,U 42.5,
Sun,"Oct 11, 2009",1:02,,Pittsburgh Steelers,W 28-20,L -11,@,Detroit Lions,O 44,
Sun,"Oct 11, 2009",1:02,@,New York Giants,W 44-7,W -15,,Oakland Raiders,O 38.5,
Sun,"Oct 11, 2009",1:02,@,Philadelphia Eagles,W 33-14,W -15.5,,Tampa Bay Buccaneers,O 42,
Sun,"Oct 11, 2009",1:04,@,Carolina Panthers,W 20-17,L -5.5,,Washington Redskins,U 38,
Sun,"Oct 11, 2009",4:05,@,San Francisco 49ers,L 10-45,L -1,,Atlanta Falcons,O 39.5,
Sun,"Oct 11, 2009",4:15,@,Arizona Cardinals,W 28-21,W -6,,Houston Texans,U 51,
Sun,"Oct 11, 2009",4:16,,New England Patriots,L 17-20 (OT),L -3,@,Denver Broncos,U 41.5,
Sun,"Oct 11, 2009",4:16,@,Seattle Seahawks,W 41-0,W -2,,Jacksonville Jaguars,U 44.5,
Sun,"Oct 11, 2009",8:30,,Indianapolis Colts,W 31-9,W -3.5,@,Tennessee Titans,U 44,
Mon,"Oct 12, 2009",8:38,,New York Jets,L 27-31,L -3,@,Miami Dolphins,O 36.5,
