Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 3, 2004",1:01,@,Pittsburgh Steelers,W 28-17,W -4,,Cincinnati Bengals,O 39.5,
Sun,"Oct 3, 2004",1:02,,New England Patriots,W 31-17,W -5.5,@,Buffalo Bills,O 35,
Sun,"Oct 3, 2004",1:02,,Washington Commanders,L 13-17,L -2.5,@,Cleveland Browns,U 36,
Sun,"Oct 3, 2004",1:02,@,Green Bay Packers,L 7-14,L -7,,New York Giants,U 44,
Sun,"Oct 3, 2004",1:02,,Oakland Raiders,L 17-30,L -2,@,Houston Texans,O 42,
Sun,"Oct 3, 2004",1:02,,Indianapolis Colts,W 24-17,W -4,@,Jacksonville Jaguars,U 42,
Sun,"Oct 3, 2004",1:05,,Philadelphia Eagles,W 19-9,W -8.5,@,Chicago Bears,U 40.5,
Sun,"Oct 3, 2004",4:05,,New Orleans Saints,L 10-34,L -3.5,@,Arizona Cardinals,O 40,
Sun,"Oct 3, 2004",4:05,@,Carolina Panthers,L 10-27,L -3.5,,Atlanta Falcons,U 39,
Sun,"Oct 3, 2004",4:15,,New York Jets,W 17-9,W -5.5,@,Miami Dolphins,U 36,
Sun,"Oct 3, 2004",4:15,,Tennessee Titans,L 17-38,L -3,@,San Diego Chargers,O 41,
Sun,"Oct 3, 2004",4:15,,Denver Broncos,W 16-13,P -3,@,Tampa Bay Buccaneers,U 35,
Sun,"Oct 3, 2004",8:38,,St Louis Rams,W 24-14,W -4,@,San Francisco 49ers,U 44,
Mon,"Oct 4, 2004",9:08,@,Baltimore Ravens,L 24-27,L -6,,Kansas City Chiefs,O 41.5,
