Sun,"Nov 13, 1977",1:00,@,Atlanta Falcons,W 17-6,W -3.5,,Detroit Lions,,
Sun,"Nov 13, 1977",1:00,,Baltimore Colts,W 31-13,W -11,@,Buffalo Bills,,
Sun,"Nov 13, 1977",1:00,,New England Patriots,L 5-17,L -2,@,Miami Dolphins,,
Sun,"Nov 13, 1977",1:00,@,New York Jets,L 0-17,L -9.5,,Seattle Seahawks,,
Sun,"Nov 13, 1977",1:00,@,Philadelphia Eagles,L 14-17,L -3,,Washington Redskins,,
Sun,"Nov 13, 1977",1:00,@,Pittsburgh Steelers,W 35-31,L -4.5,,Cleveland Browns,,
Sun,"Nov 13, 1977",1:00,,New York Giants,W 10-0,W -6.5,@,Tampa Bay Buccaneers,,
Sun,"Nov 13, 1977",2:00,@,Chicago Bears,W 28-27,L -6.5,,Kansas City Chiefs,,
Sun,"Nov 13, 1977",2:00,,Los Angeles Rams,W 24-6,W -11,@,Green Bay Packers,,at Milwaukee
Sun,"Nov 13, 1977",2:00,,San Francisco 49ers,W 10-7 (OT),W -2,@,New Orleans Saints,,
Sun,"Nov 13, 1977",4:00,@,Minnesota Vikings,W 42-10,W -3,,Cincinnati Bengals,,
Sun,"Nov 13, 1977",4:00,@,Oakland Raiders,W 34-29,L -13,,Houston Oilers,,
Sun,"Nov 13, 1977",4:00,,Denver Broncos,W 17-14,L -4,@,San Diego Chargers,,
Mon,"Nov 14, 1977",9:00,@,Dallas Cowboys,L 17-24,L -6.5,,St Louis Cardinals,U 42.5,
