Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 2 1977,1:00,@,Atlanta Falcons,W 17-3,W -3.5,,New York Giants,,
Sun,Oct 2 1977,1:00,,Pittsburgh Steelers,W 28-14,W -4.5,@,Cleveland Browns,,
Sun,Oct 2 1977,1:00,@,Dallas Cowboys,W 23-7,L -22.5,,Tampa Bay Buccaneers,,
Sun,Oct 2 1977,1:00,,New England Patriots,L 27-30,L -13.5,@,New York Jets,,
Sun,Oct 2 1977,2:00,@,Baltimore Colts,W 17-14,L -14,,Buffalo Bills,,
Sun,Oct 2 1977,2:00,@,Chicago Bears,L 24-42,L -8.5,,New Orleans Saints,,
Sun,Oct 2 1977,2:00,@,Detroit Lions,W 17-13,L -7.5,,Philadelphia Eagles,,
Sun,Oct 2 1977,2:00,@,Minnesota Vikings,W 19-7,W -11.5,,Green Bay Packers,,
Sun,Oct 2 1977,4:00,@,Los Angeles Rams,W 34-14,W -12.5,,San Francisco 49ers,,
Sun,Oct 2 1977,4:00,@,Miami Dolphins,W 27-7,W -4.5,,Houston Oilers,,
Sun,Oct 2 1977,4:00,,Cincinnati Bengals,L 3-24,L -7,@,San Diego Chargers,,
Sun,Oct 2 1977,4:00,,Denver Broncos,W 24-13,L -15.5,@,Seattle Seahawks,,
Sun,Oct 2 1977,4:00,,St Louis Cardinals,L 14-24,L -2.5,@,Washington Redskins,,
Mon,Oct 3 1977,9:00,,Oakland Raiders,W 37-28,L -13,@,Kansas City Chiefs,O 40.5,
