Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Thu,"Nov 24, 1977",1:30,,Chicago Bears,W 31-14,W -2.5,@,Detroit Lions,,
Thu,"Nov 24, 1977",3:30,@,St Louis Cardinals,L 14-55,L -6,,Miami Dolphins,,
Sun,"Nov 27, 1977",1:00,@,Cincinnati Bengals,W 30-13,W -13,,New York Giants,,
Sun,"Nov 27, 1977",1:00,,Los Angeles Rams,W 9-0,W -2,@,Cleveland Browns,,
Sun,"Nov 27, 1977",1:00,@,New England Patriots,W 14-6,L -10.5,,Philadelphia Eagles,,
Sun,"Nov 27, 1977",1:00,,Pittsburgh Steelers,W 23-20,L -14.5,@,New York Jets,,
Sun,"Nov 27, 1977",1:00,,Atlanta Falcons,W 17-0,W -9,@,Tampa Bay Buccaneers,,
Sun,"Nov 27, 1977",2:00,,Minnesota Vikings,W 13-6,L -7.5,@,Green Bay Packers,,
Sun,"Nov 27, 1977",2:00,@,Houston Oilers,W 34-20,W -9.5,,Kansas City Chiefs,,
Sun,"Nov 27, 1977",4:00,@,Denver Broncos,W 27-13,W -2,,Baltimore Colts,,
Sun,"Nov 27, 1977",4:00,@,San Francisco 49ers,W 20-17,P -3,,New Orleans Saints,,
Sun,"Nov 27, 1977",4:00,,San Diego Chargers,W 30-28,L -7,@,Seattle Seahawks,,
Sun,"Nov 27, 1977",4:00,,Dallas Cowboys,W 14-7,L -7.5,@,Washington Redskins,,
Mon,"Nov 28, 1977",9:00,@,Oakland Raiders,W 34-13,W -17,,Buffalo Bills,,
