Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Dec 4 1977,1:00,,New England Patriots,W 16-10,W -5.5,@,Atlanta Falcons,,
Sun,Dec 4 1977,1:00,,Washington Redskins,W 10-0,W -6,@,Buffalo Bills,,
Sun,Dec 4 1977,1:00,,Denver Broncos,W 24-14,W -1.5,@,Houston Oilers,,
Sun,Dec 4 1977,1:00,,St Louis Cardinals,L 7-27,L -10,@,New York Giants,,
Sun,Dec 4 1977,1:00,@,Pittsburgh Steelers,W 30-20,L -20.5,,Seattle Seahawks,,
Sun,Dec 4 1977,1:00,,Chicago Bears,W 10-0,L -14,@,Tampa Bay Buccaneers,,
Sun,Dec 4 1977,2:00,@,Dallas Cowboys,W 24-14,L -13.5,,Philadelphia Eagles,,
Sun,Dec 4 1977,2:00,@,Green Bay Packers,W 10-9,L -2,,Detroit Lions,,
Sun,Dec 4 1977,2:00,,Cincinnati Bengals,W 27-7,W -7.5,@,Kansas City Chiefs,,
Sun,Dec 4 1977,2:00,@,Minnesota Vikings,W 28-27,L -7,,San Francisco 49ers,,
Sun,Dec 4 1977,4:00,,Oakland Raiders,L 14-20,L -2.5,@,Los Angeles Rams,,
Sun,Dec 4 1977,4:00,@,New Orleans Saints,L 13-16,L -4.5,,New York Jets,,
Sun,Dec 4 1977,4:00,@,San Diego Chargers,W 37-14,W -4.5,,Cleveland Browns,,
Mon,Dec 5 1977,9:00,,Baltimore Colts,L 6-17,L -3,@,Miami Dolphins,,
