Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 16, 1986",1:00,,Chicago Bears,W 13-10,L -7,@,Atlanta Falcons,U 36.5,
Sun,"Nov 16, 1986",1:00,,Miami Dolphins,W 34-24,W -1.5,@,Buffalo Bills,O 43.5,
Sun,"Nov 16, 1986",1:00,@,Cincinnati Bengals,W 34-7,W -3,,Seattle Seahawks,U 44,
Sun,"Nov 16, 1986",1:00,@,Green Bay Packers,W 31-7,W -4,,Tampa Bay Buccaneers,U 38.5,at Milwaukee
Sun,"Nov 16, 1986",1:00,,New York Giants,W 22-20,W -1.5,@,Minnesota Vikings,O 38.5,
Sun,"Nov 16, 1986",1:00,@,Philadelphia Eagles,L 11-13,L -3.5,,Detroit Lions,U 35,
Sun,"Nov 16, 1986",1:00,@,Pittsburgh Steelers,W 21-10,W -4.5,,Houston Oilers,U 38.5,
Sun,"Nov 16, 1986",1:00,,New Orleans Saints,W 16-7,W -3,@,St Louis Cardinals,U 37.5,
Sun,"Nov 16, 1986",4:00,@,Denver Broncos,W 38-17,W -8,,Kansas City Chiefs,O 38.5,
Sun,"Nov 16, 1986",4:00,@,Los Angeles Raiders,W 27-14,W -6.5,,Cleveland Browns,O 39,
Sun,"Nov 16, 1986",4:00,,New England Patriots,W 30-28,L -2.5,@,Los Angeles Rams,O 37.5,
Sun,"Nov 16, 1986",4:00,@,New York Jets,W 31-16,L -16,,Indianapolis Colts,O 42.5,
Sun,"Nov 16, 1986",4:00,,Dallas Cowboys,W 24-21,L -6,@,San Diego Chargers,O 43,
Mon,"Nov 17, 1986",9:00,@,Washington Redskins,W 14-6,W -2,,San Francisco 49ers,U 43.5,
