Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 13, 1986",12:30,@,New York Jets,L 24-45,L -6.5,,Pittsburgh Steelers,O 38,
Sat,"Dec 13, 1986",4:00,@,Denver Broncos,W 31-30,L -3.5,,Washington Commanders,O 39,
Sun,"Dec 14, 1986",1:00,,New Orleans Saints,W 14-9,W -1,@,Atlanta Falcons,U 39,
Sun,"Dec 14, 1986",1:00,@,Cincinnati Bengals,L 3-34,L -3,,Cleveland Browns,U 42,
Sun,"Dec 14, 1986",1:00,@,Dallas Cowboys,L 21-23,L -6.5,,Philadelphia Eagles,O 37,
Sun,"Dec 14, 1986",1:00,,Buffalo Bills,L 14-24,L -4,@,Indianapolis Colts,P 38,
Sun,"Dec 14, 1986",1:00,,San Francisco 49ers,W 29-24,W -2.5,@,New England Patriots,O 41,
Sun,"Dec 14, 1986",1:00,@,New York Giants,W 27-7,W -10.5,,St Louis Cardinals,U 37,
Sun,"Dec 14, 1986",1:00,,Green Bay Packers,W 21-7,W -4,@,Tampa Bay Buccaneers,U 44,
Sun,"Dec 14, 1986",4:00,,Minnesota Vikings,L 10-23,L -7,@,Houston Oilers,U 41,
Sun,"Dec 14, 1986",4:00,@,Los Angeles Raiders,L 17-20,L -6.5,,Kansas City Chiefs,U 41,
Sun,"Dec 14, 1986",4:00,@,Los Angeles Rams,L 31-37 (OT),L -6.5,,Miami Dolphins,O 44,
Sun,"Dec 14, 1986",4:00,@,San Diego Chargers,L 24-34,L -2.5,,Seattle Seahawks,O 43,
Mon,"Dec 15, 1986",9:00,,Chicago Bears,W 16-13,L -9.5,@,Detroit Lions,U 38,
