Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 27, 1986",12:30,@,Detroit Lions,L 40-44,L -5,,Green Bay Packers,O 40,
Thu,"Nov 27, 1986",4:00,@,Dallas Cowboys,L 14-31,L -7.5,,Seattle Seahawks,O 42,
Sun,"Nov 30, 1986",1:00,@,Chicago Bears,W 13-10 (OT),L -10,,Pittsburgh Steelers,U 36,
Sun,"Nov 30, 1986",1:00,@,Cleveland Browns,W 13-10 (OT),L -7,,Houston Oilers,U 41,
Sun,"Nov 30, 1986",1:00,,San Diego Chargers,W 17-3,W -6.5,@,Indianapolis Colts,U 43,
Sun,"Nov 30, 1986",1:00,@,Kansas City Chiefs,L 14-17,L -6.5,,Buffalo Bills,U 41.5,
Sun,"Nov 30, 1986",1:00,@,Minnesota Vikings,W 45-13,W -13,,Tampa Bay Buccaneers,O 45,
Sun,"Nov 30, 1986",1:00,,New England Patriots,W 21-20,L -3,@,New Orleans Saints,O 37,
Sun,"Nov 30, 1986",1:00,@,New York Jets,L 3-17,L -2,,Los Angeles Rams,U 41,
Sun,"Nov 30, 1986",1:00,,Washington Redskins,W 20-17,L -7.5,@,St Louis Cardinals,U 39,
Sun,"Nov 30, 1986",4:00,@,Denver Broncos,W 34-28,L -7.5,,Cincinnati Bengals,O 45,
Sun,"Nov 30, 1986",4:00,@,Los Angeles Raiders,L 27-33 (OT),L -11,,Philadelphia Eagles,O 37,
Sun,"Nov 30, 1986",4:00,@,Miami Dolphins,L 14-20,L -8.5,,Atlanta Falcons,U 44.5,
Mon,"Dec 1, 1986",9:00,@,San Francisco 49ers,L 17-21,L -3,,New York Giants,U 40,
