Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
AFC Wild Card,Sun,"Dec 28, 1986",12:30,@,New York Jets (4),W 35-15,W -3,,Kansas City Chiefs (5),O 39
NFC Wild Card,Sun,"Dec 28, 1986",4:00,@,Washington Redskins (4),W 19-7,W -4.5,,Los Angeles Rams (5),U 40
AFC Divisional,Sat,"Jan 3, 1987",12:30,@,Cleveland Browns (1),W 23-20 (2OT),L -7,,New York Jets (4),O 41
NFC Divisional,Sat,"Jan 3, 1987",4:00,@,Chicago Bears (2),L 13-27,L -7,,Washington Redskins (4),O 34
NFC Divisional,Sun,"Jan 4, 1987",12:30,@,New York Giants (1),W 49-3,W -3,,San Francisco 49ers (3),O 39
AFC Divisional,Sun,"Jan 4, 1987",4:00,@,Denver Broncos (2),W 22-17,W -4,,New England Patriots (3),U 43
AFC Championship,Sun,"Jan 11, 1987",12:30,@,Cleveland Browns (1),L 20-23 (OT),L -3,,Denver Broncos (2),O 38
NFC Championship,Sun,"Jan 11, 1987",4:00,@,New York Giants (1),W 17-0,W -7,,Washington Redskins (4),U 38
Super Bowl XXI,Sun,"Jan 25, 1987",4:00,N,New York Giants (1),W 39-20,W -9,,Denver Broncos (2),O 41
