Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Oct 26, 1986",1:00,,New England Patriots,W 23-3,W -7,@,Buffalo Bills,U 41,
Sun,"Oct 26, 1986",1:00,@,Chicago Bears,W 13-7,L -14.5,,Detroit Lions,U 39,
Sun,"Oct 26, 1986",1:00,,San Francisco 49ers,W 31-17,W -9,@,Green Bay Packers,O 39,at Milwaukee
Sun,"Oct 26, 1986",1:00,,Los Angeles Raiders,W 28-17,W -6.5,@,Houston Oilers,O 39,
Sun,"Oct 26, 1986",1:00,,Miami Dolphins,W 17-13,L -9,@,Indianapolis Colts,U 45,
Sun,"Oct 26, 1986",1:00,@,Kansas City Chiefs,W 27-20,L -9.5,,Tampa Bay Buccaneers,O 42,
Sun,"Oct 26, 1986",1:00,@,Minnesota Vikings,L 20-23,L -4,,Cleveland Browns,O 39,
Sun,"Oct 26, 1986",1:00,@,New York Jets,W 28-23,L -9,,New Orleans Saints,O 41,
Sun,"Oct 26, 1986",1:00,@,Philadelphia Eagles,W 23-7,W -4,,San Diego Chargers,U 43.5,
Sun,"Oct 26, 1986",1:00,,Cincinnati Bengals,L 9-30,L -4.5,@,Pittsburgh Steelers,U 41,
Sun,"Oct 26, 1986",4:00,@,Dallas Cowboys,W 37-6,W -11,,St Louis Cardinals,O 41,
Sun,"Oct 26, 1986",4:00,@,Denver Broncos,W 20-13,W -5.5,,Seattle Seahawks,U 41,
Sun,"Oct 26, 1986",4:00,@,Los Angeles Rams,W 14-7,W -3,,Atlanta Falcons,U 38,
Mon,"Oct 27, 1986",9:00,@,New York Giants,W 27-20,W -3.5,,Washington Redskins,O 38,
