Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 2 1986,1:00,@,Detroit Lions,L 17-24,L -2.5,,Cincinnati Bengals,U 44,
Sun,Nov 2 1986,1:00,,Cleveland Browns,W 24-9,W -6.5,@,Indianapolis Colts,U 39.5,
Sun,Nov 2 1986,1:00,@,Miami Dolphins,W 28-7,W -7.5,,Houston Oilers,U 46,
Sun,Nov 2 1986,1:00,@,New England Patriots,W 25-17,L -9,,Atlanta Falcons,O 38,
Sun,Nov 2 1986,1:00,,San Francisco 49ers,L 10-23,L -5.5,@,New Orleans Saints,U 39,
Sun,Nov 2 1986,1:00,@,New York Giants,W 17-14,P -3,,Dallas Cowboys,U 41,
Sun,Nov 2 1986,1:00,@,Pittsburgh Steelers,W 27-3,W -5,,Green Bay Packers,U 38,
Sun,Nov 2 1986,1:00,,Philadelphia Eagles,L 10-13,L -2.5,@,St Louis Cardinals,U 37,
Sun,Nov 2 1986,1:00,@,Tampa Bay Buccaneers,W 34-28,W PK,,Buffalo Bills,O 41,
Sun,Nov 2 1986,4:00,@,Los Angeles Raiders,L 10-21,L -3.5,,Denver Broncos,U 40,
Sun,Nov 2 1986,4:00,@,San Diego Chargers,L 23-24,L -2,,Kansas City Chiefs,O 41.5,
Sun,Nov 2 1986,4:00,@,Seattle Seahawks,L 7-38,L -4,,New York Jets,O 42,
Sun,Nov 2 1986,4:00,@,Washington Redskins,W 44-38 (OT),L -7,,Minnesota Vikings,O 40,
Mon,Nov 3 1986,9:00,@,Chicago Bears,L 17-20,L -8,,Los Angeles Rams,O 35,
