Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 27, 2002",1:00,,Oakland Raiders,L 10-20,L -2.5,@,Kansas City Chiefs,U 55.5,
Sun,"Oct 27, 2002",1:00,@,Minnesota Vikings,W 25-7,W -2,,Chicago Bears,U 46,
Sun,"Oct 27, 2002",1:02,,Pittsburgh Steelers,W 31-18,W -3,@,Baltimore Ravens,O 37.5,
Sun,"Oct 27, 2002",1:02,@,Buffalo Bills,W 24-17,L -7.5,,Detroit Lions,U 50,
Sun,"Oct 27, 2002",1:02,,Tampa Bay Buccaneers,W 12-9,L -8,@,Carolina Panthers,U 31.5,
Sun,"Oct 27, 2002",1:02,,Tennessee Titans,W 30-24,W -4.5,@,Cincinnati Bengals,O 42,
Sun,"Oct 27, 2002",1:02,@,New York Jets,L 21-24,L -3,,Cleveland Browns,O 44,
Sun,"Oct 27, 2002",1:03,@,New Orleans Saints,L 35-37,L -3.5,,Atlanta Falcons,O 47,
Sun,"Oct 27, 2002",1:04,@,Dallas Cowboys,L 14-17,L -2,,Seattle Seahawks,U 37,
Sun,"Oct 27, 2002",4:05,@,San Francisco 49ers,W 38-28,W -8.5,,Arizona Cardinals,O 40.5,
Sun,"Oct 27, 2002",4:15,@,Jacksonville Jaguars,L 19-21,L -11,,Houston Texans,O 38,
Sun,"Oct 27, 2002",4:15,@,New England Patriots,L 16-24,L -3,,Denver Broncos,U 46,
Sun,"Oct 27, 2002",8:35,@,Washington Redskins,W 26-21,W -1,,Indianapolis Colts,O 46,
Mon,"Oct 28, 2002",9:08,@,Philadelphia Eagles,W 17-3,W -7,,New York Giants,U 38.5,
